"Time_Window","Outcome_Type","Outcome_Parameter","N","Pearson_r","Pearson_p","Pearson_CI_Lower","Pearson_CI_Upper","Spearman_rho","Spearman_p","Effect_Size","Primary_Cluster","Primary_Cluster_N","Primary_Cluster_Mean_Outcome","Primary_Cluster_Median_Outcome","Selection_Reason","Total_Clusters","Cluster_Comparison","Best_Outcome_Cluster","Most_Patients_Cluster","Highest_Membership_Cluster","Outcome_Conflict","Parameter_Type","Pearson_p_FDR","Spearman_p_FDR","Abs_Pearson_r","Significant_Pearson","Significant_Pearson_FDR","Significant_Spearman","Significant_Spearman_FDR"
"baseline","OCTA","VD_ICP_0_6_improvement",11,-0.499996159656388,0.117310069723216,-0.846096921331755,0.142670870429624,-0.399276707047657,0.223784226788165,"Medium",2,8,-0.923,-0.952,"Best outcome & Most patients",2,"C2(n=8,mem=0.909,out=-0.923±6.987,rank:1/1/2); C1(n=3,mem=0.91,out=-1.148±4.193,rank:2/2/1)",2,2,1,FALSE,"BloodFlow",0.815109773525859,0.813292842172646,0.499996159656388,FALSE,FALSE,FALSE,FALSE
"acute_recovery","OCTA","Thickness_GCL.IPL_0_21_improvement",11,0.494412027447447,0.122122181374432,-0.149930054615517,0.843976048733474,0.448862974506561,0.166097768249126,"Medium",2,4,4.712,-0.7,"Best outcome & Highest membership",2,"C1(n=7,mem=0.5,out=-2.861±2.777,rank:2/1/2); C2(n=4,mem=0.512,out=4.712±11.618,rank:1/2/1)",2,1,2,TRUE,"Thickness",0.316516024201369,0.571528775975291,0.494412027447447,FALSE,FALSE,FALSE,FALSE
"early_recovery","OCTA","Thickness_OuterRetina_0_6_improvement",11,-0.482253053767572,0.13303256673272,-0.839319905051717,0.16549959552734,-0.574475563404574,0.0645358351480195,"Medium",2,5,0.145,-8.371,"Best outcome (conflicts with patient count)",2,"C1(n=6,mem=0.935,out=-8.812±38.999,rank:2/1/1); C2(n=5,mem=0.92,out=0.145±45.284,rank:1/2/2)",2,1,1,TRUE,"Thickness",0.370892786820313,0.381919468617387,0.482253053767572,FALSE,FALSE,FALSE,FALSE
"early_recovery","OCTA","Thickness_OuterRetina_0_21_improvement",11,-0.475780128368337,0.139084795057617,-0.836819617340901,0.173658523078436,-0.197770275926165,0.559952840323057,"Medium",1,6,-0.885,-5.428,"Best outcome & Most patients",2,"C1(n=6,mem=0.935,out=-0.885±22.864,rank:1/1/1); C2(n=5,mem=0.92,out=-2.869±7.152,rank:2/2/2)",1,1,1,FALSE,"Thickness",0.370892786820313,0.559952840323057,0.475780128368337,FALSE,FALSE,FALSE,FALSE
"mid_recovery","OCTA","PA_ICP_0_21_improvement",12,0.470755471677407,0.12243476843534,-0.141328484002871,0.822456275614639,0.470358308066283,0.122793917368508,"Medium",1,6,0.507,0.234,"Best outcome & Most patients",2,"C1(n=6,mem=0.942,out=0.507±1.314,rank:1/1.5/1); C2(n=6,mem=0.909,out=-2.032±3.417,rank:2/1.5/2)",1,1,1,FALSE,"BloodFlow",0.585781071217819,0.573038281053036,0.470755471677407,FALSE,FALSE,FALSE,FALSE
"acute_recovery","OCTA","Thickness_INL_0_21_improvement",11,0.463411610571843,0.151125914978672,-0.18900461592679,0.831999794781584,0.353809638728701,0.285764387987645,"Medium",2,4,4.565,-0.041,"Best outcome & Highest membership",2,"C1(n=7,mem=0.5,out=-1.597±3.71,rank:2/1/2); C2(n=4,mem=0.512,out=4.565±9.501,rank:1/2/1)",2,1,2,TRUE,"Thickness",0.316516024201369,0.571528775975291,0.463411610571843,FALSE,FALSE,FALSE,FALSE
"mid_recovery","OCTA","PA_SVP_0_21_improvement",12,0.462282551564521,0.130246893043806,-0.151925656844459,0.81892066426024,0.335449335985256,0.286451012745982,"Medium",1,6,-1.284,-1.105,"Best outcome & Most patients",2,"C1(n=6,mem=0.942,out=-1.284±2.606,rank:1/1.5/1); C2(n=6,mem=0.909,out=-3.084±4.021,rank:2/1.5/2)",1,1,1,FALSE,"BloodFlow",0.585781071217819,0.668385696407291,0.462282551564521,FALSE,FALSE,FALSE,FALSE
"baseline","OCTA","Thickness_Retina_0_6_improvement",10,0.460654393095805,0.180301094781722,-0.238002051042337,0.845152546418626,0.42870375986597,0.216389845291305,"Medium",2,8,5.82,-20.814,"Best outcome & Most patients",2,"C2(n=8,mem=0.909,out=5.82±94.392,rank:1/1/2); C1(n=2,mem=0.91,out=-32.981±23.878,rank:2/2/1)",2,2,1,FALSE,"Thickness",0.295658892637091,0.346223752466089,0.460654393095805,FALSE,FALSE,FALSE,FALSE
"baseline","OCTA","Thickness_GCL.IPL_0_6_improvement",10,0.456555184001958,0.184716844193291,-0.242892904642311,0.843662871312849,0.36657278017525,0.297465219305781,"Medium",2,8,5.959,-2.065,"Best outcome & Most patients",2,"C2(n=8,mem=0.909,out=5.959±24.415,rank:1/1/2); C1(n=2,mem=0.91,out=-7.467±5.887,rank:2/2/1)",2,2,1,FALSE,"Thickness",0.295658892637091,0.396620292407708,0.456555184001958,FALSE,FALSE,FALSE,FALSE
"acute_recovery","OCTA","Thickness_Retina_0_21_improvement",11,0.456374575127426,0.158258012100684,-0.197595782155276,0.829232508425809,0.401336306617631,0.221182040622209,"Medium",2,4,22.87,-4.071,"Best outcome & Highest membership",2,"C1(n=7,mem=0.5,out=-17.633±30.401,rank:2/1/2); C2(n=4,mem=0.512,out=22.87±58.674,rank:1/2/1)",2,1,2,TRUE,"Thickness",0.316516024201369,0.571528775975291,0.456374575127426,FALSE,FALSE,FALSE,FALSE
"acute_recovery","OCTA","PA_DCP_0_6_improvement",12,-0.452037217589549,0.140117742091409,-0.814608987519598,0.164553733708553,-0.314668123933086,0.31916666296934,"Medium",1,7,0.306,0.623,"Best outcome & Most patients",2,"C1(n=7,mem=0.5,out=0.306±0.729,rank:1/1/2); C2(n=5,mem=0.512,out=-0.976±1.968,rank:2/2/1)",1,1,2,FALSE,"BloodFlow",0.490412097319933,0.744722213595127,0.452037217589549,FALSE,FALSE,FALSE,FALSE
"late_recovery","OCTA","VD_DCP_0_21_improvement",12,-0.435525036694096,0.157018902130336,-0.807574580301914,0.184489444424752,-0.370837782806748,0.235337097810342,"Medium",1,4,0.788,0.771,"Best outcome (conflicts with patient count)",2,"C2(n=8,mem=0.343,out=-0.395±1.417,rank:2/1/1); C1(n=4,mem=0.333,out=0.788±0.748,rank:1/2/2)",1,2,2,TRUE,"BloodFlow",0.549566157456175,0.919867934584681,0.435525036694096,FALSE,FALSE,FALSE,FALSE
"baseline","OCTA","Thickness_OuterRetina_0_21_improvement",10,0.428353208062336,0.216807051482951,-0.275604226150835,0.833249957164244,0.627522894876275,0.0521027455393512,"Medium",1,2,-0.683,-0.683,"Best outcome & Highest membership",2,"C2(n=8,mem=0.909,out=-1.626±20.036,rank:2/1/2); C1(n=2,mem=0.91,out=-0.683±2.054,rank:1/2/1)",1,2,1,TRUE,"Thickness",0.295658892637091,0.138940654771603,0.428353208062336,FALSE,FALSE,FALSE,FALSE
"mid_recovery","OCTA","VD_DCP_0_21_improvement",12,-0.425969810683917,0.167366020347948,-0.803454993104606,0.195797362071456,-0.226063682946585,0.479877932167397,"Medium",2,6,0.477,0.202,"Best outcome (conflicts with patient count)",2,"C1(n=6,mem=0.942,out=-0.478±1.401,rank:2/1.5/1); C2(n=6,mem=0.909,out=0.477±1.178,rank:1/1.5/2)",2,1,1,TRUE,"BloodFlow",0.585781071217819,0.818172207312504,0.425969810683917,FALSE,FALSE,FALSE,FALSE
"baseline","OCTA","Thickness_INL_0_21_improvement",10,0.413817314237204,0.234511817202895,-0.291850785549782,0.827768351591122,0.552965719247411,0.097335812921692,"Medium",2,8,1.238,0.021,"Best outcome & Most patients",2,"C2(n=8,mem=0.909,out=1.238±7.881,rank:1/1/2); C1(n=2,mem=0.91,out=-0.041±0.159,rank:2/2/1)",2,2,1,FALSE,"Thickness",0.295658892637091,0.194671625843384,0.413817314237204,FALSE,FALSE,FALSE,FALSE
"baseline","OCTA","Thickness_Retina_0_21_improvement",10,0.396733725507099,0.256326602792544,-0.310438161122806,0.821223366322337,0.627522894876275,0.0521027455393512,"Medium",2,8,-0.984,-7.164,"Best outcome & Most patients",2,"C2(n=8,mem=0.909,out=-0.984±53.24,rank:1/1/2); C1(n=2,mem=0.91,out=-4.071±2.373,rank:2/2/1)",2,2,1,FALSE,"Thickness",0.295658892637091,0.138940654771603,0.396733725507099,FALSE,FALSE,FALSE,FALSE
"baseline","OCTA","VD_DCP_0_6_improvement",11,-0.391895982876517,0.233256165026958,-0.802995825562911,0.271899507452879,-0.446250437288558,0.168879506923193,"Medium",2,8,0.22,0.517,"Best outcome & Most patients",2,"C2(n=8,mem=0.909,out=0.22±1.505,rank:1/1/2); C1(n=3,mem=0.91,out=-1.526±1.353,rank:2/2/1)",2,2,1,FALSE,"BloodFlow",0.815109773525859,0.813292842172646,0.391895982876517,FALSE,FALSE,FALSE,FALSE
"baseline","OCTA","Thickness_GCL.IPL_0_21_improvement",10,0.385558426018663,0.271181180979246,-0.322311474864435,0.816880640283135,0.279589408608241,0.434006616145932,"Medium",2,8,0.446,-1.486,"Best outcome & Most patients",2,"C2(n=8,mem=0.909,out=0.446±9.129,rank:1/1/2); C1(n=2,mem=0.91,out=-0.7±0.433,rank:2/2/1)",2,2,1,FALSE,"Thickness",0.295658892637091,0.496007561309636,0.385558426018663,FALSE,FALSE,FALSE,FALSE
"late_recovery","OCTA","Thickness_INL_0_21_improvement",11,0.374686783330251,0.256231111998307,-0.290477467807803,0.795713142156395,0.593142631934497,0.0544272992573397,"Medium",2,8,2.081,0.292,"Best outcome & Most patients",2,"C2(n=8,mem=0.343,out=2.081±7.25,rank:1/1/1); C1(n=3,mem=0.333,out=-3.189±3.28,rank:2/2/2)",2,2,2,FALSE,"Thickness",0.597113330773508,0.217709197029359,0.374686783330251,FALSE,FALSE,FALSE,FALSE
"baseline","OCTA","Thickness_OuterRetina_0_6_improvement",10,0.367847938779969,0.295658892637091,-0.340682791150467,0.809896705956943,0.217458428917521,0.546173161390303,"Medium",2,8,-0.711,-12.731,"Best outcome & Most patients",2,"C2(n=8,mem=0.909,out=-0.711±46.562,rank:1/1/2); C1(n=2,mem=0.91,out=-19.043±17.26,rank:2/2/1)",2,2,1,FALSE,"Thickness",0.295658892637091,0.546173161390303,0.367847938779969,FALSE,FALSE,FALSE,FALSE
"late_recovery","OCTA","PA_ICP_0_21_improvement",12,0.366920720551848,0.240707061043758,-0.262192433956151,0.777168910259271,0.270996841281854,0.394229114822006,"Medium",2,8,-0.062,-0.086,"Best outcome & Most patients",2,"C2(n=8,mem=0.343,out=-0.062±2.376,rank:1/1/1); C1(n=4,mem=0.333,out=-2.165±3.419,rank:2/2/2)",2,2,2,FALSE,"BloodFlow",0.656717890026854,0.919867934584681,0.366920720551848,FALSE,FALSE,FALSE,FALSE
"acute_recovery","OCTA","PA_SVP_0_21_improvement",12,-0.359546636542315,0.25101114611983,-0.773782558752984,0.270085638425954,-0.409068561113012,0.186697942583825,"Medium",1,7,-1.205,-1.084,"Best outcome & Most patients",2,"C1(n=7,mem=0.5,out=-1.205±2.346,rank:1/1/2); C2(n=5,mem=0.512,out=-3.554±4.342,rank:2/2/1)",1,1,2,FALSE,"BloodFlow",0.590660618154947,0.522754239234709,0.359546636542315,FALSE,FALSE,FALSE,FALSE
"acute_recovery","OCTA","PA_Choroid_0_6_improvement",12,0.358045233366557,0.253140264923549,-0.27168243419649,0.773090166036532,0.440535373506321,0.151760021150021,"Medium",2,5,0.151,0.004,"Best outcome & Highest membership",2,"C1(n=7,mem=0.5,out=-0.985±2.044,rank:2/1/2); C2(n=5,mem=0.512,out=0.151±0.366,rank:1/2/1)",2,1,2,TRUE,"BloodFlow",0.590660618154947,0.522754239234709,0.358045233366557,FALSE,FALSE,FALSE,FALSE
"early_recovery","OCTA","Thickness_Retina_0_6_improvement",11,-0.355337857386238,0.283541180828114,-0.787376939497588,0.31078316875679,-0.452046344974091,0.16274667451179,"Medium",1,6,1.006,-20.814,"Best outcome & Most patients",2,"C1(n=6,mem=0.935,out=1.006±96.027,rank:1/1/1); C2(n=5,mem=0.92,out=-10.293±69.681,rank:2/2/2)",1,1,1,FALSE,"Thickness",0.48327507829653,0.43399113203144,0.355337857386238,FALSE,FALSE,FALSE,FALSE
"late_recovery","OCTA","Thickness_INL_0_6_improvement",11,0.34970486449074,0.291783576176195,-0.316582596122661,0.78491998371827,0.749474798490876,0.00792034041924248,"Medium",2,8,4.349,-0.744,"Best outcome & Most patients",2,"C2(n=8,mem=0.343,out=4.349±12.989,rank:1/1/1); C1(n=3,mem=0.333,out=-4.184±2.964,rank:2/2/2)",2,2,2,FALSE,"Thickness",0.597113330773508,0.0633627233539399,0.34970486449074,FALSE,FALSE,TRUE,FALSE
"early_recovery","OCTA","Thickness_GCL.IPL_0_21_improvement",11,-0.319707029375614,0.337858211133164,-0.771601098384699,0.346649996853432,-0.287237781702287,0.391754936992205,"Medium",1,6,1.531,-1.112,"Best outcome & Most patients",2,"C1(n=6,mem=0.935,out=1.531±10.481,rank:1/1/1); C2(n=5,mem=0.92,out=-2.073±1.765,rank:2/2/2)",1,1,1,FALSE,"Thickness",0.48327507829653,0.559952840323057,0.319707029375614,FALSE,FALSE,FALSE,FALSE
"mid_recovery","OCTA","PA_DCP_0_21_improvement",12,0.314801266542714,0.318950786593067,-0.316232476977831,0.752713866121306,0.0765699571270693,0.81303141004778,"Medium",1,6,0.629,0.424,"Best outcome & Most patients",2,"C1(n=6,mem=0.942,out=0.629±1.924,rank:1/1.5/1); C2(n=6,mem=0.909,out=-3.568±7.774,rank:2/1.5/2)",1,1,1,FALSE,"BloodFlow",0.65994291341115,0.848237045237351,0.314801266542714,FALSE,FALSE,FALSE,FALSE
"early_recovery","OCTA","Thickness_INL_0_21_improvement",11,-0.304581248832455,0.362456308722397,-0.764731626356134,0.361308728519876,-0.207187908113125,0.541015316078307,"Medium",1,6,2.341,0.021,"Best outcome & Most patients",2,"C1(n=6,mem=0.935,out=2.341±8.524,rank:1/1/1); C2(n=5,mem=0.92,out=-1.393±3.491,rank:2/2/2)",1,1,1,FALSE,"Thickness",0.48327507829653,0.559952840323057,0.304581248832455,FALSE,FALSE,FALSE,FALSE
"baseline","OCTA","PA_ICP_0_6_improvement",11,-0.300701215133495,0.368910477336323,-0.762952463483369,0.365016649939623,-0.258355516324955,0.443045465115205,"Medium",2,8,-0.057,-0.036,"Best outcome & Most patients",2,"C2(n=8,mem=0.909,out=-0.057±1.034,rank:1/1/2); C1(n=3,mem=0.91,out=-0.699±1.714,rank:2/2/1)",2,2,1,FALSE,"BloodFlow",0.815109773525859,0.813292842172646,0.300701215133495,FALSE,FALSE,FALSE,FALSE
"mid_recovery","OCTA","VD_ICP_0_21_improvement",12,-0.300304362521388,0.342925139022048,-0.745689929827915,0.330569267547362,-0.229709871381208,0.472628640375656,"Medium",2,6,0.119,0.223,"Best outcome (conflicts with patient count)",2,"C1(n=6,mem=0.942,out=-0.046±1.902,rank:2/1.5/1); C2(n=6,mem=0.909,out=0.119±1.793,rank:1/1.5/2)",2,1,1,TRUE,"BloodFlow",0.65994291341115,0.818172207312504,0.300304362521388,FALSE,FALSE,FALSE,FALSE
"baseline","OCTA","PA_DCP_0_6_improvement",11,-0.298843327889286,0.372021578698418,-0.762098055436533,0.366784678089256,-0.201987040035874,0.551440957447684,"Small",2,8,0.134,0.623,"Best outcome & Most patients",2,"C2(n=8,mem=0.909,out=0.134±1.407,rank:1/1/2); C1(n=3,mem=0.91,out=-0.927±1.801,rank:2/2/1)",2,2,1,FALSE,"BloodFlow",0.815109773525859,0.813292842172646,0.298843327889286,FALSE,FALSE,FALSE,FALSE
"baseline","OCTA","VD_SVP_0_6_improvement",11,-0.292336417934727,0.383022264395926,-0.759092872572947,0.372939194029111,-0.389881960999477,0.235880670086256,"Small",2,8,0.522,-1.153,"Best outcome & Most patients",2,"C2(n=8,mem=0.909,out=0.522±8.992,rank:1/1/2); C1(n=3,mem=0.91,out=-8.501±10.599,rank:2/2/1)",2,2,1,FALSE,"BloodFlow",0.815109773525859,0.813292842172646,0.292336417934727,FALSE,FALSE,FALSE,FALSE
"mid_recovery","OCTA","PA_DCP_0_6_improvement",12,0.287905420271133,0.364172906497546,-0.342604533539968,0.739602903479273,0.353680278158368,0.259389926977603,"Small",1,6,0.603,0.634,"Best outcome & Most patients",2,"C1(n=6,mem=0.942,out=0.603±0.524,rank:1/1.5/1); C2(n=6,mem=0.909,out=-1.059±1.663,rank:2/1.5/2)",1,1,1,FALSE,"BloodFlow",0.65994291341115,0.668385696407291,0.287905420271133,FALSE,FALSE,FALSE,FALSE
"acute_recovery","OCTA","Thickness_INL_0_6_improvement",11,0.286472265761422,0.393074567404064,-0.378436059041983,0.756367392744545,0.227071857691555,0.501924171168151,"Small",2,4,6.232,-1.547,"Best outcome & Highest membership",2,"C1(n=7,mem=0.5,out=-0.384±7.207,rank:2/1/2); C2(n=4,mem=0.512,out=6.232±17.649,rank:1/2/1)",2,1,2,TRUE,"Thickness",0.526519967774194,0.803078673869042,0.286472265761422,FALSE,FALSE,FALSE,FALSE
"acute_recovery","OCTA","Thickness_GCL.IPL_0_6_improvement",11,0.285421236431618,0.394889975830646,-0.379416328510659,0.755877176099949,-0.121457040160599,0.722035735685027,"Small",2,4,10.564,-5.777,"Best outcome & Highest membership",2,"C1(n=7,mem=0.5,out=-1.449±3.911,rank:2/1/2); C2(n=4,mem=0.512,out=10.564±36.744,rank:1/2/1)",2,1,2,TRUE,"Thickness",0.526519967774194,0.825183697925745,0.285421236431618,FALSE,FALSE,FALSE,FALSE
"late_recovery","OCTA","PA_Choroid_0_6_improvement",12,0.282048562193002,0.374444178259524,-0.348218536776252,0.736701661841175,-0.221076370519407,0.4898753778809,"Small",2,8,-0.198,-0.035,"Best outcome & Most patients",2,"C2(n=8,mem=0.343,out=-0.198±0.684,rank:1/1/1); C1(n=4,mem=0.333,out=-1.139±2.813,rank:2/2/2)",2,2,2,FALSE,"BloodFlow",0.656717890026854,0.947381622792988,0.282048562193002,FALSE,FALSE,FALSE,FALSE
"mid_recovery","OCTA","VD_DCP_0_6_improvement",12,0.2805420580979,0.377110236234943,-0.349655300317751,0.735952686702077,0.506820192412506,0.0926401709085041,"Small",1,6,0.817,0.865,"Best outcome & Most patients",2,"C1(n=6,mem=0.942,out=0.817±0.815,rank:1/1.5/1); C2(n=6,mem=0.909,out=-1.276±1.401,rank:2/1.5/2)",1,1,1,FALSE,"BloodFlow",0.65994291341115,0.573038281053036,0.2805420580979,FALSE,FALSE,FALSE,FALSE
"late_recovery","OCTA","PA_DCP_0_21_improvement",12,0.278724893581647,0.380339109802542,-0.351384407704324,0.735047777701056,0.303088572486284,0.338247594434925,"Small",2,8,-0.358,0.78,"Best outcome & Most patients",2,"C2(n=8,mem=0.343,out=-0.358±5.881,rank:1/1/1); C1(n=4,mem=0.333,out=-3.693±5.825,rank:2/2/2)",2,2,2,FALSE,"BloodFlow",0.656717890026854,0.919867934584681,0.278724893581647,FALSE,FALSE,FALSE,FALSE
"acute_recovery","OCTA","VD_DCP_0_21_improvement",12,0.270691540562485,0.394783075574956,-0.35897731456969,0.731027765507402,0.236001092949815,0.460240987797435,"Small",2,5,0.407,0.459,"Best outcome & Highest membership",2,"C1(n=7,mem=0.5,out=-0.292±1.237,rank:2/1/2); C2(n=5,mem=0.512,out=0.407±1.489,rank:1/2/1)",2,1,2,TRUE,"BloodFlow",0.644602944474826,0.789157769614539,0.270691540562485,FALSE,FALSE,FALSE,FALSE
"late_recovery","OCTA","Thickness_Retina_0_6_improvement",11,0.266599673753845,0.428094864467273,-0.396721635738283,0.747008280358169,0.409222435985816,0.21138374268587,"Small",2,8,8.132,-20.814,"Best outcome & Most patients",2,"C2(n=8,mem=0.343,out=8.132±92.524,rank:1/1/1); C1(n=3,mem=0.333,out=-36.828±27.756,rank:2/2/2)",2,2,2,FALSE,"Thickness",0.597113330773508,0.281844990247826,0.266599673753845,FALSE,FALSE,FALSE,FALSE
"baseline","OCTA","PA_SVP_0_6_improvement",11,-0.263757988020767,0.433220703058173,-0.745654227663066,0.399294061323449,-0.159710682819063,0.639015804564222,"Small",2,8,-0.196,-0.174,"Best outcome & Most patients",2,"C2(n=8,mem=0.909,out=-0.196±1.081,rank:1/1/2); C1(n=3,mem=0.91,out=-1.028±1.926,rank:2/2/1)",2,2,1,FALSE,"BloodFlow",0.815109773525859,0.813292842172646,0.263757988020767,FALSE,FALSE,FALSE,FALSE
"acute_recovery","OCTA","VD_SVP_0_6_improvement",12,-0.263322475034477,0.408273443514068,-0.727311855824819,0.365869827189975,-0.188800874359852,0.556759008958908,"Small",1,7,-0.615,-3.277,"Best outcome & Most patients",2,"C1(n=7,mem=0.5,out=-0.615±9.122,rank:1/1/2); C2(n=5,mem=0.512,out=-5.594±10.852,rank:2/2/1)",1,1,2,FALSE,"BloodFlow",0.644602944474826,0.789157769614539,0.263322475034477,FALSE,FALSE,FALSE,FALSE
"late_recovery","VA","vision_improvement_1m",15,0.253610700850768,0.361739211285161,-0.297272385821301,0.677814981739057,0.571579608119776,0.026014765807495,"Small",2,9,0.187,0.2,"Best outcome & Most patients",2,"C2(n=9,mem=0.343,out=0.187±0.125,rank:1/1/1); C1(n=6,mem=0.333,out=0.099±0.243,rank:2/2/2)",2,2,2,FALSE,"Vision",0.477587761613221,0.05202953161499,0.253610700850768,FALSE,FALSE,TRUE,FALSE
"baseline","OCTA","VD_DCP_0_21_improvement",11,0.252261560049608,0.454251761508246,-0.409595687572401,0.740135298531037,0.117434325602252,0.73094201793318,"Small",1,3,0.261,0.459,"Best outcome & Highest membership",2,"C2(n=8,mem=0.909,out=-0.092±1.579,rank:2/1/2); C1(n=3,mem=0.91,out=0.261±0.937,rank:1/2/1)",1,2,1,TRUE,"BloodFlow",0.815109773525859,0.843777911180503,0.252261560049608,FALSE,FALSE,FALSE,FALSE
