"day","stat_type","bo_type","n_group1","n_group2","mean_group1","mean_group2","sd_group1","sd_group2","p_value","cohens_d","significant","comparison","p_adjusted","significant_adjusted"
-6,"max","bo",14,6,98.7035714285714,99.005,0.686626167944025,0.0122474487139164,0.124516705409059,-0.620740361759343,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.591454350693029,FALSE
-6,"mean","bo",14,6,95.8454140236191,95.8775249367185,1.30493888948926,0.739867836059271,0.945367059138576,-0.030272643436683,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.947634196060443,FALSE
-6,"median","bo",14,6,96.5235714285714,96.175,1.34770235896196,0.656284999066716,0.447853438975065,0.328854752308538,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.832915386715043,FALSE
-6,"min","bo",14,6,86.1114285714286,86.38,4.39427924805538,5.21658125595681,0.914718693704234,-0.0556857026951596,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.949906516384822,FALSE
-6,"sd","bo",14,6,2.24173384001088,2.38619715533615,1.3879072959753,0.808651959943491,0.774877483613264,-0.127187812519921,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.966758182351497,FALSE
-6,"skew","bo",14,6,-1.62762018337002,-1.02599722443465,1.7709442660032,1.14515876629308,0.380498143611903,-0.403436294805911,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.872702775328888,FALSE
-5,"cv","bo",15,5,2.57196501424749,2.43012720108534,1.06069129798633,0.752579951845069,0.750617740871663,0.154233385139972,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.986419565039714,FALSE
-5,"iqr","bo",15,5,2.716,2.1365,1.54479650763458,0.386816332385281,0.199574491033929,0.514626129787136,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.891485183817783,FALSE
-5,"kurt","bo",15,5,6.1601811155889,6.83555394262111,3.62782053867243,1.98787120144504,0.609676594949552,-0.230886817658072,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.797207991149175,FALSE
-5,"max","bo",15,5,98.8526666666667,98.988,0.473851493714261,0.0342052627529754,0.290363500555145,-0.402855184952329,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.789557454531413,FALSE
-5,"mean","bo",15,5,95.6870184365799,95.288027195054,1.1672577974339,0.731498444420492,0.388366421395956,0.409617241296875,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.670814727865742,FALSE
-5,"median","bo",15,5,96.4943333333333,95.763,1.4719919286787,0.557893358985384,0.125725535132281,0.657021008200028,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.525567085244346,FALSE
-5,"min","bo",15,5,85.2913333333333,83.954,4.56247718846222,3.7223554370855,0.52950925099417,0.321191777058991,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.875077554142984,FALSE
-5,"sd","bo",15,5,2.45558795038664,2.3134322981731,0.998204804524003,0.708882007066036,0.735239582427526,0.164205975296094,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.966758182351497,FALSE
-5,"skew","bo",15,5,-1.37444440389191,-1.48982871240235,0.776599138151885,0.551104077861291,0.724184594883955,0.171356563268538,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.911365766980617,FALSE
-4,"cv","bo",16,8,2.27396957141902,2.33444722418462,1.10401257157911,0.926129420155765,0.889396088456555,-0.0593523254253744,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.986419565039714,FALSE
-4,"iqr","bo",16,8,2.6046875,2.3190625,1.7550305968368,1.52045807095616,0.686039518207311,0.17395595009844,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.911928388587907,FALSE
-4,"kurt","bo",16,8,5.71478767865012,8.25435758082681,2.78853685229408,6.61565952769745,0.327564597422051,-0.500254255312702,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.797207991149175,FALSE
-4,"max","bo",16,8,98.881875,98.89,0.255008986769747,0.31924016933069,0.951086774562535,-0.0281224485102107,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.951086774562535,FALSE
-4,"mean","bo",16,8,95.5499509243682,96.4609638323904,1.39894132718572,0.791432678446143,0.0544843345631787,-0.801573754255133,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.23174615817556,FALSE
-4,"median","bo",16,8,96.0109375,96.915,1.27857501246505,1.1989280926847,0.109258251485345,-0.729440610287573,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.525567085244346,FALSE
-4,"min","bo",16,8,86.32875,84.66375,3.12826229718673,3.77687299797824,0.303166430848176,0.480136277012663,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.875077554142984,FALSE
-4,"sd","bo",16,8,2.16025740140264,2.2500871459507,1.01034264335613,0.88231922097052,0.825749397892063,-0.0947078223459198,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.966758182351497,FALSE
-4,"skew","bo",16,8,-1.1508725960148,-1.63257549093395,0.586690786854313,1.23643629166252,0.324595499997927,0.497768710339167,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.872702775328888,FALSE
-3,"cv","bo",19,10,2.36163001635649,2.38631613732141,0.954139963598241,1.38243373171307,0.960461155433406,-0.0207839148459937,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.986419565039714,FALSE
-3,"iqr","bo",19,10,2.34868421052632,2.2355,1.32911686647068,0.71566674429436,0.767939695652974,0.106036249401077,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.911928388587907,FALSE
-3,"kurt","bo",19,10,5.77283211511817,6.22542552158435,2.51928979306326,3.09775447576155,0.696140626793496,-0.160302208988882,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.826666994317277,FALSE
-3,"max","bo",19,10,98.7563157894737,99.025,0.532063180524809,0.052757305971148,0.04220070433671,-0.710672299096998,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.400906691198745,FALSE
-3,"mean","bo",19,10,95.7606700836936,96.0686277205643,1.08479186865773,1.17965840853877,0.50145568005633,-0.271754913570754,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.692459029354697,FALSE
-3,"median","bo",19,10,96.3592105263158,96.626,1.36328673836217,1.16793454915552,0.587248077256697,-0.210174012201358,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.832915386715043,FALSE
-3,"min","bo",19,10,85.9131578947368,86.854,4.58960667962781,4.67465554286564,0.610455608451779,-0.203103590750343,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.927892524846704,FALSE
-3,"sd","bo",19,10,2.25772125451739,2.2809351640215,0.90440705493896,1.30415417649614,0.960622675139011,-0.0206856422035781,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.986585450142768,FALSE
-3,"skew","bo",19,10,-1.29123028433415,-1.28742915324076,0.74645062417571,0.856160770129287,0.990676716440329,-0.00473259522004423,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.990676716440329,FALSE
-2,"cv","bo",17,10,2.54984426250887,2.67213016113026,0.864767290032314,1.20444267448725,0.782489712545996,-0.11663467556679,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.986419565039714,FALSE
-2,"iqr","bo",17,10,2.62676470588235,2.6255,0.854121334282473,1.38794152134255,0.997960139087083,0.00109748419494449,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.997960139087083,FALSE
-2,"kurt","bo",17,10,6.81938333528532,7.00209382596599,2.68817334649853,5.23567530145106,0.919934223439795,-0.0439034342390257,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.942940389632958,FALSE
-2,"max","bo",17,10,98.8041176470588,99.033,0.450694725167843,0.118888369676957,0.0619686766320403,-0.69444401607931,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.470961942403506,FALSE
-2,"mean","bo",17,10,95.4715901054301,95.6350160597793,0.832919705811192,1.08026528354085,0.686192403876354,-0.169431651443797,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.81485347960317,FALSE
-2,"median","bo",17,10,95.8226470588235,96.125,0.459252509679654,0.849091017238762,0.318525021877473,-0.44294713560974,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.750296120300093,FALSE
-2,"min","bo",17,10,83.9035294117647,85.116,3.25583119413551,4.97133159000461,0.502267211882039,-0.288542121789822,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.875077554142984,FALSE
-2,"sd","bo",17,10,2.42971984837363,2.54547932596252,0.80506003508413,1.12189702045587,0.779023657516651,-0.118555547022971,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.966758182351497,FALSE
-2,"skew","bo",17,10,-1.435711804119,-1.50461649311508,0.617249933126695,0.95181763483201,0.840643484887522,0.0858978341859894,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.911365766980617,FALSE
-1,"cv","bo",17,10,2.26548520199538,2.28254312045244,0.639643089981083,0.892248391429527,0.958472766314022,-0.0219736587799422,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.986419565039714,FALSE
-1,"iqr","bo",17,10,2.19117647058824,2.4185,1.04420989779918,0.890250588941734,0.55456398865532,-0.234284418061334,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.911928388587907,FALSE
-1,"kurt","bo",17,10,5.8645895885862,6.52714164462063,2.81761716517664,3.62220278111281,0.62636849836243,-0.204179829741197,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.797207991149175,FALSE
-1,"max","bo",17,10,99.0123529411765,99.032,0.17307980138381,0.123989246845577,0.735319408795698,-0.13050282668013,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.892302171373335,FALSE
-1,"mean","bo",17,10,95.825230682689,96.0474926235178,0.920453503625878,0.541422907725366,0.436951227556929,-0.294344928642465,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.680972411758655,FALSE
-1,"median","bo",17,10,96.2479411764706,96.445,0.996503353643896,0.72759879054325,0.560437716103725,-0.22586232543789,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.832915386715043,FALSE
-1,"min","bo",17,10,85.4541176470588,86.2,3.1083236213905,4.50889491265136,0.650802269048352,-0.19261229177419,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.932679502939712,FALSE
-1,"sd","bo",17,10,2.16676165045356,2.18973519981222,0.598180168973971,0.848781078746034,0.941019391677206,-0.0312884174288708,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.986585450142768,FALSE
-1,"skew","bo",17,10,-1.2634054392405,-1.31503795738127,0.761798019536489,0.972100460700407,0.887382457323233,0.0591232716698358,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.911365766980617,FALSE
0,"cv","bo",17,9,2.74198052529462,2.34262457835368,0.872956300098706,0.783907883816393,0.250431038358191,0.481367657381226,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.696967041594305,FALSE
0,"iqr","bo",17,9,2.75073529411765,2.87944444444445,1.1566441100989,0.815755763251339,0.74496947530289,-0.12860364015495,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.911928388587907,FALSE
0,"kurt","bo",17,9,5.60396503326294,4.95709861762126,2.28444826031503,2.35553908485432,0.510488905512388,0.278789771203811,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.797207991149175,FALSE
0,"max","bo",17,9,98.9188235294118,98.9911111111111,0.304443803372255,0.260837326912987,0.533895389132091,-0.255000387324822,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.845334366125811,FALSE
0,"mean","bo",17,9,95.1949733753895,95.9844601394952,1.09443752078049,0.727036217157562,0.0386342623168433,-0.849752133124628,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.23174615817556,FALSE
0,"median","bo",17,9,95.4820588235294,96.2988888888889,1.07468027051004,0.79022851828513,0.0386981721351631,-0.865984395520627,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.525567085244346,FALSE
0,"min","bo",17,9,84.56,85.9266666666667,2.79635924015496,4.875828134789,0.454295909114821,-0.34385863297397,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.875077554142984,FALSE
0,"sd","bo",17,9,2.60269850872899,2.24557228491963,0.804330934974434,0.744099559384126,0.272938036502672,0.460926532903158,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.740831813364395,FALSE
0,"skew","bo",17,9,-1.20063888509932,-1.03457210619092,0.705790462923239,0.702536711657316,0.574710532469774,-0.235834880832627,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.872702775328888,FALSE
1,"cv","bo",20,8,2.59131844530544,2.08766077188244,0.891230783160492,0.961540567777314,0.225161406588719,0.543289283551474,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.696967041594305,FALSE
1,"iqr","bo",20,8,2.949875,1.990625,1.42919683807854,0.605040951978813,0.0193599942210716,0.874092549984285,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.245226593466907,FALSE
1,"kurt","bo",20,8,5.64349230721077,4.48274529880431,2.65671855707275,1.96331209543768,0.220509578061197,0.496918894189524,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.797207991149175,FALSE
1,"max","bo",20,8,98.952,98.95875,0.225869081782485,0.246428053829685,0.947664535364031,-0.0285566584505639,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.951086774562535,FALSE
1,"mean","bo",20,8,95.3744753668257,96.0961529545443,1.16702589517177,1.02322891949184,0.126921418434209,-0.657573958712264,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.438455809136357,FALSE
1,"median","bo",20,8,95.82775,96.3975,1.18352892811465,1.36128090939589,0.320928096752651,-0.446685793105706,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.750296120300093,FALSE
1,"min","bo",20,8,84.4335,88.245,3.65296170395014,5.14533353076913,0.0851359132624478,-0.854216592789246,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.748425227169593,FALSE
1,"sd","bo",20,8,2.46463387277745,2.00315946619765,0.829821566512666,0.920187591494504,0.241818428794257,0.52669483263938,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.740831813364395,FALSE
1,"skew","bo",20,8,-1.10235697242857,-0.934396351002055,0.582287388533337,0.893188787629678,0.634102149100818,-0.222777783299353,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.872702775328888,FALSE
2,"cv","bo",19,9,2.23921637769519,2.23717600266796,0.626552185590266,0.835158823601077,0.994907147893612,0.00276375927794844,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.994907147893612,FALSE
2,"iqr","bo",19,9,2.49868421052632,2.3275,1.07825552540674,1.36775077682303,0.74667696291656,0.13900022252533,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.911928388587907,FALSE
2,"kurt","bo",19,9,7.9322941315211,8.52216226501315,8.25333696387388,5.88440248665963,0.830738695520495,-0.0822985526294444,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.901944869422252,FALSE
2,"max","bo",19,9,99.0036842105263,98.8866666666667,0.205864316866873,0.38366652186502,0.410336977493312,0.380075243703403,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.789557454531413,FALSE
2,"mean","bo",19,9,95.5817930483931,95.7028094908978,1.02089327012374,0.829035645567871,0.741941948837914,-0.130135620570022,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.829229236936492,FALSE
2,"median","bo",19,9,95.9821052631579,95.9838888888889,1.19071793911334,0.978595223323265,0.996698893001158,-0.00163660948955154,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.996698893001158,FALSE
2,"min","bo",19,9,85.31,85.3966666666667,3.6353129163801,3.22312736329175,0.949906516384822,-0.0252274775357259,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.949906516384822,FALSE
2,"sd","bo",19,9,2.13729174444077,2.13981474293029,0.587463587429652,0.79748654984727,0.993381751382633,-0.00360226563301732,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.993381751382633,FALSE
2,"skew","bo",19,9,-1.35068329839855,-1.61219856974627,1.14407451078125,1.12380607221626,0.575412149877232,0.230616047356136,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.872702775328888,FALSE
3,"cv","bo",19,8,2.37845800844497,1.93995250838352,0.684421144648088,0.610604681970587,0.121576661123194,0.676117603521094,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.615760773343799,FALSE
3,"iqr","bo",19,8,2.45789473684211,2.6984375,1.17177875920598,1.03014296641291,0.602949096935096,-0.218033794331098,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.911928388587907,FALSE
3,"kurt","bo",19,8,6.03047490894399,4.71692693497165,3.35494187595289,3.27070935020151,0.360913918583899,0.396471770814598,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.797207991149175,FALSE
3,"max","bo",19,8,98.9542105263158,98.92,0.233150304154821,0.249914271015368,0.745999989882879,0.141554344445842,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.892302171373335,FALSE
3,"mean","bo",19,8,95.5974595815312,95.955188213098,0.724713877092874,1.24348975764051,0.465928492255922,-0.351502682127531,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.680972411758655,FALSE
3,"median","bo",19,8,95.9263157894737,96.188125,0.819959081135666,1.24503567791679,0.596833169160108,-0.248361479600322,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.832915386715043,FALSE
3,"min","bo",19,8,85.5657894736842,87.78875,3.61400872499327,3.14352594344994,0.129553718354861,-0.656331733183896,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.748425227169593,FALSE
3,"sd","bo",19,8,2.27247474281952,1.85784254646032,0.650587312050024,0.569988444313977,0.118981070228549,0.677927862144899,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.644918041956521,FALSE
3,"skew","bo",19,8,-1.26835662658356,-0.909261762654529,0.726968800489085,0.609021208576049,0.206235535521654,-0.535488379547709,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.872702775328888,FALSE
4,"cv","bo",19,8,2.21685205745359,1.91465950283136,0.816403100764149,0.598518895813851,0.299057646769875,0.422174646400769,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.757612705150351,FALSE
4,"iqr","bo",19,8,2.2946052631579,2.3053125,1.09801059470383,1.16495281748416,0.982655535803428,-0.00945888478811474,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.997960139087083,FALSE
4,"kurt","bo",19,8,5.28910312544089,8.179598595582,1.88396836356216,5.1981265173237,0.165323284748201,-0.739333855538722,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.797207991149175,FALSE
4,"max","bo",19,8,98.9794736842105,99.09,0.31978245529336,0.154734796160584,0.23878117827475,-0.43999190801144,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.789557454531413,FALSE
4,"mean","bo",19,8,95.3717224079974,96.2404974132638,0.729076204962004,0.944304161351182,0.0407372530014962,-1.0298638597076,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.23174615817556,FALSE
4,"median","bo",19,8,95.7152631578947,96.574375,0.697408842478537,1.12231087334507,0.0743379299222788,-0.919490952202032,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.525567085244346,FALSE
4,"min","bo",19,8,85.8163157894737,86.30125,3.10957162202684,3.16364815408685,0.720585528938722,-0.154598822150641,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.949906516384822,FALSE
4,"sd","bo",19,8,2.11059383866809,1.84127270386427,0.767629038215788,0.569448639667282,0.327515178355497,0.398496907221419,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.784024223625571,FALSE
4,"skew","bo",19,8,-0.988944740325843,-1.37574969371198,0.380032490384946,0.753859518523677,0.202830918488095,0.647955007025013,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.872702775328888,FALSE
5,"cv","bo",19,8,2.5666948054557,2.15225545556984,0.923091501666354,0.604460458680035,0.183580282695585,0.531186197901403,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.634186431130203,FALSE
5,"iqr","bo",19,8,2.56921052631579,2.4015625,1.05353474229205,0.857295308243148,0.671119156704966,0.174553323462031,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.911928388587907,FALSE
5,"kurt","bo",19,8,6.56702180471751,5.82372536819846,2.8412989184942,3.47655947605299,0.603660766897285,0.234119592305414,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.797207991149175,FALSE
5,"max","bo",19,8,98.9468421052632,99.07625,0.151659436881856,0.102391057087172,0.0182375282541872,-1.0001238267999,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.346513036829558,FALSE
5,"mean","bo",19,8,95.47797603231,96.0954544927545,0.542026249344529,0.506227746555293,0.0131976213766088,-1.17742208705014,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.23174615817556,FALSE
5,"median","bo",19,8,95.9415789473684,96.206875,0.58821777106683,0.531862881765592,0.270187144310881,-0.473110396036408,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.750296120300093,FALSE
5,"min","bo",19,8,84.2147368421053,86.50875,3.66565496409434,4.23091829782343,0.206761168020582,-0.579531932861639,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.868121029539626,FALSE
5,"sd","bo",19,8,2.44782687330395,2.06743163003702,0.875549326078889,0.578557073595467,0.199621245208037,0.512618547820624,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.689600665264127,FALSE
5,"skew","bo",19,8,-1.38877019654919,-1.13379316809312,0.649112898407884,0.899721312381736,0.484171382474844,-0.32502307508693,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.872702775328888,FALSE
6,"cv","bo",19,8,2.43979240321804,2.68647895785399,0.921449181926025,1.62632006449555,0.696628899049912,-0.186637936920813,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.986419565039714,FALSE
6,"iqr","bo",19,8,2.17144736842105,2.8965625,1.19930892015565,1.85873706043147,0.333852757720916,-0.463578696499756,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.911928388587907,FALSE
6,"kurt","bo",19,8,6.85867466720157,7.89238726517087,2.7603966568563,9.30376317779082,0.766002363473298,-0.150638480884558,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.882063327635919,FALSE
6,"max","bo",19,8,98.9178947368421,99.10125,0.281238904914358,0.149230167382949,0.0379835149615955,-0.814450027506926,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.400906691198745,FALSE
6,"mean","bo",19,8,95.3172509947503,95.0301349221814,0.615740034326311,1.56758762415505,0.629313537357239,0.241092474300308,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.797130480652502,FALSE
6,"median","bo",19,8,95.6289473684211,95.22625,0.44493313775895,1.32906183345353,0.427655112673316,0.406332956834674,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.832915386715043,FALSE
6,"min","bo",19,8,84.4373684210526,84.2975,3.28037911444743,4.51403446407503,0.938343642641456,0.0354481469257066,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.949906516384822,FALSE
6,"sd","bo",19,8,2.32216070926267,2.53138433750537,0.866228331694085,1.47845610563027,0.716874343180306,-0.172676840876702,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.966758182351497,FALSE
6,"skew","bo",19,8,-1.42742658270295,-1.26286855192568,0.482442446676883,1.2344089944704,0.724321476731145,-0.175593319812442,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.911365766980617,FALSE
7,"cv","bo",18,7,2.50376948729715,2.62246883084916,0.804219510215903,0.662065771586001,0.711308078475045,-0.161149295760449,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.986419565039714,FALSE
7,"iqr","bo",18,7,2.60236111111111,2.90428571428572,1.03679741349696,1.48151999247234,0.633850964357242,-0.236129127591006,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.911928388587907,FALSE
