"day","stat_type","rhr_type","n_group1","n_group2","mean_group1","mean_group2","sd_group1","sd_group2","p_value","cohens_d","significant","comparison","p_adjusted","significant_adjusted"
3,"mean","rhr_1",8,15,67.2456741453544,77.5855853108811,9.82522008505154,7.91655497044762,0.0247961480445129,-1.15891346616086,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0324915043341893,TRUE
5,"mean","rhr_1",8,15,66.7052914131179,78.7259530338578,5.30711191669811,8.17579612475292,0.00038834436363835,-1.74405756530897,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00295141716365146,TRUE
6,"mean","rhr_1",8,14,67.2677687060261,80.1945691599938,5.88399126621405,9.40177329365693,0.000785202850308503,-1.64826693599778,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00298377083117231,TRUE
7,"mean","rhr_1",7,14,69.2780140222579,79.4805219374641,8.05100611914568,11.0130743939343,0.0283458062517709,-1.05764801597158,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0359046879189099,TRUE
8,"mean","rhr_1",7,14,69.9913889636101,78.4218298699735,4.49751819568271,7.88479049268049,0.00585893666019656,-1.31343331806997,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00988204868295173,TRUE
9,"mean","rhr_1",7,14,68.8182536316507,78.7719394662156,4.44940315545661,10.2351308689198,0.00593790812674804,-1.26129938193048,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00988204868295173,TRUE
10,"mean","rhr_1",7,13,69.7501199717342,77.0847540586059,4.29569039095445,7.26468365324549,0.0111167867987816,-1.22904078043112,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.016897515934148,TRUE
13,"mean","rhr_1",7,13,67.7159614983464,77.3294560681817,4.89866507524036,8.63864542483816,0.00528054328784983,-1.36901096605786,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00988204868295173,TRUE
14,"mean","rhr_1",8,11,68.0950819810314,78.235606403329,6.37054683787341,9.35668304207635,0.0120910970993384,-1.266915511968,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0176716034528792,TRUE
17,"mean","rhr_1",8,11,68.540639622512,78.9210455983993,3.60523498985322,9.79952952812256,0.00640225400507412,-1.40591583236512,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0101369021747007,TRUE
18,"mean","rhr_1",7,11,68.5676707558221,78.4075862202621,2.91524641077458,8.82473242268911,0.00455386604586432,-1.49731588218786,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00988204868295173,TRUE
19,"mean","rhr_1",8,12,68.2955561623559,80.1497152622469,5.96990361304521,10.4804795119234,0.00489314202974498,-1.38990080031108,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00988204868295173,TRUE
20,"mean","rhr_1",8,13,67.5467388602009,78.1827056057593,4.47359183470876,8.40948461798525,0.00130611281790516,-1.57910364704187,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00381786823695355,TRUE
21,"mean","rhr_1",6,14,67.7037045695617,79.7262777538489,3.34061650089184,8.5233499719113,0.000260845505571351,-1.85725581633502,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00247803230292784,TRUE
22,"mean","rhr_1",7,14,67.0261920433019,81.7456694221625,3.67725385057924,12.3253640970212,0.000729301134086742,-1.61842035897013,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00298377083117231,TRUE
23,"mean","rhr_1",6,14,69.4531733829939,80.8932471926867,5.99001149569193,9.83170232432716,0.00598123999231289,-1.40529036252822,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00988204868295173,TRUE
24,"mean","rhr_1",7,14,67.6479549013111,81.5184368881381,5.55314534261271,11.2355216530297,0.00125040626294673,-1.56514250999815,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00381786823695355,TRUE
25,"mean","rhr_1",7,13,64.7523175327275,81.4890450673982,4.99554873055354,10.2338466056493,0.000113956415629025,-2.07843819719716,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00216517189695147,TRUE
26,"mean","rhr_1",8,14,65.7180315547384,81.2104886065732,4.37767847991631,9.81038310406343,6.24320160353761e-05,-2.03947287227498,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00216517189695147,TRUE
27,"mean","rhr_1",7,13,69.1598314967195,80.680977927097,8.07395992931465,10.1538627118427,0.014104662826894,-1.25597748068231,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0191420424079275,TRUE
30,"mean","rhr_1",7,13,68.5776262844229,79.4835115578403,5.26795043442476,9.83886220248594,0.00466499345700323,-1.38196228739358,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00988204868295173,TRUE
-3,"mean","rhr_50",10,14,76.6127088243719,86.1489670087148,7.08070036801847,9.66103892388268,0.0106787337856181,-1.12592493231868,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0426617134295825,TRUE
1,"mean","rhr_50",8,15,71.1034810751711,86.1626963821808,6.68965903464735,9.03085896185596,0.00024156555899882,-1.89496849711959,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00917949124195517,TRUE
2,"mean","rhr_50",9,15,72.8681116101775,86.1571473739371,7.91192322904371,10.6137925869725,0.00219001977204977,-1.41963946575689,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0169299273059732,TRUE
5,"mean","rhr_50",8,14,76.5290177430965,87.1048329552969,6.5691448223225,8.92032534017091,0.00508764233167789,-1.35008401664936,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0304891756796014,TRUE
6,"mean","rhr_50",8,13,77.3156971703937,85.9878456020884,5.88682812584373,8.17222627573234,0.0112267666919954,-1.21769078898249,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0426617134295825,TRUE
20,"mean","rhr_50",8,13,77.4378178210775,87.6318942101458,6.66207666472947,8.18234740231306,0.00616848075072452,-1.36630868779478,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0304891756796014,TRUE
21,"mean","rhr_50",6,14,76.9237579511273,87.9881931635617,3.51517451003594,9.27579308203693,0.00114690879750618,-1.57744339706258,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0169299273059732,TRUE
22,"mean","rhr_50",7,14,76.601726406881,88.2031037770032,4.57839593119579,10.4317758111107,0.00222762201394384,-1.44017261920453,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0169299273059732,TRUE
25,"mean","rhr_50",7,13,76.7629372169073,89.3595460728684,7.03987526800764,11.0796633360138,0.00641877382728451,-1.35707025646428,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0304891756796014,TRUE
26,"mean","rhr_50",8,14,76.3778527599593,90.0247281600031,7.4881378183511,9.22845921168494,0.00147247444725194,-1.62395687975929,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0169299273059732,TRUE
-7,"median","rhr_1",6,11,67,79.1818181818182,5.96657355607052,6.64557268891375,0.00246269715018701,-1.92896629206513,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00584890573169414,TRUE
-6,"median","rhr_1",6,12,68,79.2916666666667,5.79655069847578,7.14924768239585,0.00354948418681843,-1.7350070331036,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00674401995495502,TRUE
-5,"median","rhr_1",6,14,67,78.5,8.74070935336486,9.57360152470564,0.0248763147699112,-1.25455183499059,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0325965503881595,TRUE
-4,"median","rhr_1",8,15,67.75,77.4666666666667,8.87613171858746,6.31174264669396,0.0191243677784932,-1.26167172035887,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0259544991279551,TRUE
-3,"median","rhr_1",10,14,65.1,77.2142857142857,5.60654379572062,8.98013681092093,0.000532383062876751,-1.61828917752538,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00229894110449794,TRUE
-2,"median","rhr_1",10,14,64.4,77.8571428571429,5.62138772902208,10.538261007156,0.000604984501183668,-1.59339865116932,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00229894110449794,TRUE
-1,"median","rhr_1",10,15,65.6,79.6,7.86271086980961,7.31729848665866,0.000272249694279123,-1.84334170478954,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00206909767652133,TRUE
0,"median","rhr_1",9,15,64.4444444444444,78.4666666666667,8.88975690206306,8.7982682278687,0.00159833504226722,-1.58548334856181,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00433833797186817,TRUE
1,"median","rhr_1",8,15,63.75,77.9333333333333,7.7597864477243,9.2076572688688,0.00116370810784537,-1.66577537554804,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00368507567484368,TRUE
2,"median","rhr_1",9,15,63.4444444444444,77.3333333333333,6.71027404639913,8.42332362861483,0.000243680222304752,-1.82385644421015,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00206909767652133,TRUE
3,"median","rhr_1",8,15,66.125,77.0666666666667,11.7526592735432,8.54790422657312,0.0400518576647653,-1.06478050018788,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0461203209473055,TRUE
4,"median","rhr_1",8,15,68.875,77.8333333333333,8.02562859131385,11.0286423634531,0.0383218237666283,-0.928831863194762,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0461203209473055,TRUE
5,"median","rhr_1",8,15,65.1875,77.8333333333333,5.6311474344552,8.79461415272086,0.000450796413558688,-1.71253533832992,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00229894110449794,TRUE
6,"median","rhr_1",8,14,65.375,79.2857142857143,5.57897840110535,9.91058929730116,0.000428473034862581,-1.72977642917751,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00229894110449794,TRUE
7,"median","rhr_1",7,14,67.4285714285714,78.7142857142857,8.67673407946298,12.0730378015743,0.0258364073817286,-1.07350661967385,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0327261160168562,TRUE
8,"median","rhr_1",7,14,67.9285714285714,77.3571428571429,5.03676956183699,8.23320801909646,0.00455180371965917,-1.38152377524934,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00813922533591638,TRUE
9,"median","rhr_1",7,14,67.5714285714286,78,4.61364436055861,11.2796617516116,0.00756699773500356,-1.21018701591871,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0115018365572054,TRUE
10,"median","rhr_1",7,13,67.5714285714286,75.6923076923077,3.69039938476144,7.12255356110217,0.00350117705903766,-1.43167481860348,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00674401995495502,TRUE
11,"median","rhr_1",7,13,67.5714285714286,76.2307692307692,7.9970232557109,8.09479098097295,0.0393473012780678,-1.07622182491944,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0461203209473055,TRUE
13,"median","rhr_1",7,13,66.1428571428571,76.3076923076923,5.42919795883245,8.7310233782054,0.00509052690079244,-1.3981814863378,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00841043574913534,TRUE
14,"median","rhr_1",8,11,66,77.3636363636364,7.38724769934165,9.72905676078341,0.0101354019320631,-1.3155583472099,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0148132797468614,TRUE
17,"median","rhr_1",8,11,66.6875,77.6363636363636,4.28400263438628,9.67752785862926,0.00471218308921475,-1.46305626351883,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00813922533591638,TRUE
18,"median","rhr_1",7,11,66.5714285714286,76.9090909090909,3.04724700110022,8.88205545416764,0.00347394128769265,-1.55689960479078,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00674401995495502,TRUE
19,"median","rhr_1",8,12,66.25,79.3333333333333,6.15281584781658,10.5858682242226,0.00266348278420158,-1.51114757293546,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00595366739998,TRUE
20,"median","rhr_1",8,13,65.6875,76.8461538461538,3.69301947695146,8.39490077215681,0.000579083353005214,-1.72066324766697,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00229894110449794,TRUE
21,"median","rhr_1",6,14,65.6666666666667,78.7857142857143,4.13118223595458,8.5501108533396,0.000227768614941868,-1.95381623187046,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00206909767652133,TRUE
22,"median","rhr_1",7,14,65.4285714285714,80.6428571428571,4.54082014828242,13.1184376582506,0.00107768198376549,-1.5499285369558,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00368507567484368,TRUE
23,"median","rhr_1",6,14,67.6666666666667,79.7857142857143,6.28225012767453,10.474721009162,0.00584698809911073,-1.40319750703626,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00925773115692532,TRUE
24,"median","rhr_1",7,14,65.8571428571429,80.0714285714286,5.87164291116128,11.5855632027655,0.00142044921267025,-1.54767800744937,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0041520823139592,TRUE
25,"median","rhr_1",7,13,63.2857142857143,80.9230769230769,4.64450520200253,11.3685350746519,0.000132812102279973,-2.03107680564117,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00206909767652133,TRUE
26,"median","rhr_1",8,14,63.9375,80.4642857142857,5.03159659409558,10.6490597015639,8.66231172780757e-05,-1.98442520906998,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00206909767652133,TRUE
27,"median","rhr_1",7,13,67.6428571428571,79.3076923076923,8.90090953083956,9.9279455359154,0.018135978622906,-1.23719905935092,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0255247106544603,TRUE
30,"median","rhr_1",7,13,66.8571428571429,78.7692307692308,4.56174569759471,10.0925207138244,0.00198336677337537,-1.52102503956237,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0050245291592176,TRUE
-3,"median","rhr_50",10,14,75.95,85.8571428571429,7.58086040264853,9.78112108453472,0.0106567879435829,-1.13219028014469,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.036814358350559,TRUE
1,"median","rhr_50",8,15,69.875,86.1333333333333,7.12014245443366,9.00687568049041,0.000171031374900415,-2.00262657650189,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00626589215856825,TRUE
2,"median","rhr_50",9,15,71.2777777777778,85.8,7.50462820161295,11.5585466214399,0.00118062495827477,-1.49026451455672,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0102673036489929,TRUE
3,"median","rhr_50",8,15,75.125,84.8,6.86996568924682,6.71033318312671,0.00584525932726085,-1.42475975632458,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.027764981804489,TRUE
5,"median","rhr_50",8,14,75.5,87.0357142857143,5.04267502706365,9.48777408789107,0.00135096100644644,-1.5183407140428,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0102673036489929,TRUE
6,"median","rhr_50",8,13,76.4375,85.8846153846154,5.87632963677158,8.45121748170504,0.00722770826601034,-1.29794075415966,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0305169904564881,TRUE
20,"median","rhr_50",8,13,77.375,87.4230769230769,7.28868986855663,8.2533986783379,0.00990398606759588,-1.2905313404286,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.036814358350559,TRUE
21,"median","rhr_50",6,14,76.6666666666667,88.3214285714286,3.50238014308365,9.40459614079353,0.000792466587042145,-1.64238674681592,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0100379101025338,TRUE
22,"median","rhr_50",7,14,76.2857142857143,88.1785714285714,5.15474815790535,10.7642698542217,0.00285293853600871,-1.40923620929741,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0180686107280552,TRUE
25,"median","rhr_50",7,13,75.4285714285714,89.6538461538462,7.32250282478932,11.5296440668258,0.00361508079067431,-1.47290931346604,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.019624724292232,TRUE
26,"median","rhr_50",8,14,75.125,90.1785714285714,6.70687280758647,9.28523878748734,0.000329783797819382,-1.85862282187336,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00626589215856825,TRUE
-6,"min","rhr_1",6,12,52.5,63.75,4.23083916026124,8.41130192063036,0.00166303474508095,-1.6897721589725,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00819634180028033,TRUE
-4,"min","rhr_1",8,15,52.625,65.3333333333333,8.36553302887167,7.60325744727375,0.00326915502025969,-1.58983600540228,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0124227890769868,TRUE
-3,"min","rhr_1",10,14,52.1,64.2857142857143,5.02106673039814,8.20345678947011,0.000183941841065408,-1.79174738281614,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00349489498024275,TRUE
-2,"min","rhr_1",10,14,51.3,60.8571428571429,6.75030863491935,9.63053751081697,0.00914177580361584,-1.14923840710346,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0217117175335876,TRUE
-1,"min","rhr_1",10,15,53.2,62.1333333333333,9.2951600308978,8.33123783177049,0.024664100340332,-1.0121189051078,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0400510484183083,TRUE
0,"min","rhr_1",9,15,49.4444444444444,62.4,5.05250213040804,8.95065839557547,0.000165530094305803,-1.7825946591669,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00349489498024275,TRUE
1,"min","rhr_1",8,15,50,60.0666666666667,6.18754509363078,8.38763261906367,0.00412626444394542,-1.36587078170472,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0142543680790842,TRUE
2,"min","rhr_1",9,15,51.5555555555556,62.7333333333333,6.83942817622773,7.95942089302865,0.00172554564216428,-1.50632032636897,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00819634180028033,TRUE
5,"min","rhr_1",8,15,50.5,60.9333333333333,8.19407451411428,9.9747299760564,0.015390485739951,-1.14301238001634,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0292419229059069,TRUE
8,"min","rhr_1",7,14,52.2857142857143,60.7857142857143,5.58910504804618,10.0550681551343,0.0225686997553176,-1.04492295852893,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0389822995773668,TRUE
9,"min","rhr_1",7,14,51.4285714285714,65.0714285714286,5.74041644415986,7.65068408921497,0.00032629723997572,-2.01717955258478,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00413309837302578,TRUE
10,"min","rhr_1",7,13,50.7142857142857,62.3076923076923,5.82277956862201,7.37546174130379,0.0015163718074335,-1.7447785304237,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00819634180028033,TRUE
12,"min","rhr_1",7,12,52.4285714285714,62.75,5.09434794182543,9.94644751566197,0.0083615224140526,-1.30617408424709,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0217117175335876,TRUE
13,"min","rhr_1",7,13,52.7142857142857,61,5.67786009321252,8.93495010245347,0.021496902212188,-1.10687224461215,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0388991563839593,TRUE
16,"min","rhr_1",8,11,53.875,65.2727272727273,6.37937524930369,9.90041321451695,0.00735628547207068,-1.36858619679208,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0215029883029758,TRUE
18,"min","rhr_1",7,11,53.2857142857143,63.6363636363636,5.28249580262606,9.37307556005741,0.00869016965028181,-1.36051907234735,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0217117175335876,TRUE
19,"min","rhr_1",8,12,53.5,64.0833333333333,5.15474815790535,10.866615541802,0.00974373468209037,-1.24443181396127,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0217801128187902,TRUE
21,"min","rhr_1",6,14,52,60.3571428571429,2.0976176963403,10.39679790096,0.0114459798595345,-1.11431836878231,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0241637352590172,TRUE
22,"min","rhr_1",7,14,53.5714285714286,64.3571428571429,4.31497944595888,8.7407722142325,0.00125103703420545,-1.56478999830932,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00819634180028033,TRUE
24,"min","rhr_1",7,14,54,63.4285714285714,3.87298334620742,8.37316488013285,0.00226180647197755,-1.44534285032791,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00954984954834964,TRUE
25,"min","rhr_1",7,13,51.7142857142857,60.7692307692308,3.77334006393477,10.5447763225356,0.01301064258477,-1.14340321365925,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0260212851695399,TRUE
26,"min","rhr_1",8,14,52.375,64.6428571428571,6.39056223772883,8.64342473842349,0.00127489138939374,-1.6139956019116,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.00819634180028033,TRUE
27,"min","rhr_1",7,13,51.5714285714286,63.6923076923077,10.3417784230944,9.54275130997882,0.0252953990010368,-1.21814348284902,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0400510484183083,TRUE
30,"min","rhr_1",7,13,54.4285714285714,61.8461538461538,4.61364436055861,5.7568242669918,0.00677858972019764,-1.42190708290369,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0214655341139592,TRUE
-6,"min","rhr_50",6,12,60.8333333333333,73.5833333333333,7.85917722580848,8.17377550833188,0.00894400855587088,-1.59016824960211,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0258034278375295,TRUE
-4,"min","rhr_50",8,15,58,72,7.91021039994693,8.13282590142302,0.00118492828982266,-1.745137528807,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0113892536510868,TRUE
-3,"min","rhr_50",10,14,60.5,70.7857142857143,6.73712764380258,8.65739853827635,0.00353322938828218,-1.3260059235559,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0191803881078175,TRUE
-2,"min","rhr_50",10,14,59.3,69.5714285714286,9.51081256021564,10.5590958653904,0.0213373994602125,-1.02217170226024,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0368555081585489,TRUE
-1,"min","rhr_50",10,15,56.2,71.5333333333333,8.52186729667989,6.98842580543682,0.000202924739216255,-1.96758892259588,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0077111400902177,TRUE
0,"min","rhr_50",9,15,58.7777777777778,68.9333333333333,11.1218004138019,7.3140438948121,0.0307784522132478,-1.07894540329359,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0487325493376424,TRUE
1,"min","rhr_50",8,15,56.375,70.6666666666667,7.44383733605956,11.0108171921114,0.00149858600672194,-1.52069640299004,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0113892536510868,TRUE
2,"min","rhr_50",9,15,57.6666666666667,67.2666666666667,7.82623792124926,10.5252530791878,0.018795537329512,-1.0351014907344,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0357115209260727,TRUE
5,"min","rhr_50",8,14,57.125,67.7857142857143,7.52970308653858,10.8214784389378,0.0138190728393972,-1.14360326385588,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0291735982165052,TRUE
7,"min","rhr_50",7,14,60.2857142857143,72.2142857142857,9.06852221908814,10.34912535456,0.0172570773106665,-1.22596872215103,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0345141546213329,TRUE
9,"min","rhr_50",7,14,61.4285714285714,72,6.32078958298573,8.1335014694685,0.00505039769620937,-1.45137033246789,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0229344417791358,TRUE
10,"min","rhr_50",7,13,56.7142857142857,70.3846153846154,7.08788369247798,7.10092085035997,0.00134434466030123,-1.92691693770687,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0113892536510868,TRUE
11,"min","rhr_50",7,13,60,72.6153846153846,7.57187779440036,11.5219967998785,0.0091188067240404,-1.29400558608028,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0258034278375295,TRUE
12,"min","rhr_50",7,12,59.7142857142857,71.75,6.75066134326323,12.1664591098942,0.0130403853873482,-1.2233218869542,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.02914909674819,TRUE
13,"min","rhr_50",7,13,61.7142857142857,71.3846153846154,4.68025233344976,9.74284747510074,0.00781461837820657,-1.26526969511304,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0258034278375295,TRUE
17,"min","rhr_50",7,11,58.8571428571429,71.5454545454545,6.41426980589819,12.1438349491718,0.010849303694455,-1.3065620798795,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0258034278375295,TRUE
19,"min","rhr_50",8,12,61.625,72.75,9.30341719093428,9.86384582936364,0.0212581232699252,-1.1603375607529,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0368555081585489,TRUE
