"day","stat_type","rhr_type","n_group1","n_group2","mean_group1","mean_group2","sd_group1","sd_group2","p_value","cohens_d","significant","comparison","p_adjusted","significant_adjusted"
-7,"min","rhr_50",8,6,59.125,60.8333333333333,7.86379588457672,9.70395108533976,0.731821503798865,-0.193426969807304,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.897071520785705,FALSE
-7,"sd","rhr_1",8,6,9.49561014772705,7.40049184993205,2.4465574979756,1.03061946399614,0.0546128670872833,1.11608210184507,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.507151625021323,FALSE
-7,"sd","rhr_50",8,6,8.62868111983836,8.85715659600342,1.82228379693772,1.80538994691606,0.819752204997639,-0.125961161259855,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.880822903223182,FALSE
-7,"skew","rhr_1",8,6,0.966424297288516,1.31670538464952,0.335147541552437,0.300562504165693,0.0634495931283148,-1.10038801936388,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.424020878088432,FALSE
-7,"skew","rhr_50",8,6,0.346574679360637,0.633957621629181,0.711175819986103,0.886918801111279,0.530034374937064,-0.357501757324569,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.821784153354837,FALSE
-6,"cv","rhr_1",14,6,12.7494799236984,10.2885856901213,3.85396610124155,1.67589493214745,0.0620469820890608,0.828117492787056,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.320366399634911,FALSE
-6,"cv","rhr_50",12,6,9.40192900053052,11.2481300478764,3.35720174447484,4.08662476624569,0.365043244421647,-0.493671007187791,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.94424909999105,FALSE
-6,"iqr","rhr_1",14,6,11.0357142857143,9.5,5.15608037516531,3.88587184554509,0.478226542969616,0.336383481013399,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.673059578994274,FALSE
-6,"iqr","rhr_50",12,6,9.27083333333333,9.625,3.55709651345878,2.02330175702983,0.791660509849111,-0.122393470148755,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.956260408434843,FALSE
-6,"kurt","rhr_1",14,6,4.559316723117,7.2432744143988,2.41052309697628,5.07912791775169,0.262687162637968,-0.675135651357035,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.557302523539346,FALSE
-6,"kurt","rhr_50",12,6,3.11750565186952,4.43104082727017,0.477410565230505,2.22302389041852,0.209357570831665,-0.81699929064952,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.538358467125064,FALSE
-6,"max","rhr_1",14,6,104.357142857143,108,13.43134762044,20.1791972090071,0.697330668996828,-0.212527845015336,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.934848212823849,FALSE
-6,"max","rhr_50",12,6,99.8333333333333,109.833333333333,12.6981268005334,25.0951522543034,0.391832401955907,-0.502833565646621,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.804674423488778,FALSE
-6,"mean","rhr_1",14,6,68.8867307880351,69.4967972040596,7.83755992292785,6.05824893839258,0.853765237263225,-0.087094719172981,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.881540089972074,FALSE
-6,"mean","rhr_50",12,6,78.5280377087521,78.3875340719714,5.83340107715626,7.59018656577925,0.969188676839042,0.0207568385551384,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.997709817798741,FALSE
-6,"median","rhr_1",14,6,67.25,68,9.25025987160943,5.79655069847578,0.829485577481236,-0.0971622800156213,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.85190410660235,FALSE
-6,"median","rhr_50",12,6,78.4583333333333,77.1666666666667,5.98277198345889,7.78245890876827,0.730113160055617,0.18608721752579,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.85544352753593,FALSE
-6,"min","rhr_1",14,6,55.3571428571429,52.5,7.82114631434099,4.23083916026124,0.30708698594527,0.454401941947473,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.688248244010994,FALSE
-6,"min","rhr_50",12,6,61.9166666666667,60.8333333333333,8.0843095318067,7.85917722580848,0.79017207550292,0.13588311786838,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.938329339659717,FALSE
-6,"sd","rhr_1",14,6,8.62830599114421,7.19451292810342,2.19081948933791,1.57017655741988,0.122092837703704,0.752279705182173,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.547741242965791,FALSE
-6,"sd","rhr_50",12,6,7.39422980351929,8.80426105225827,2.7697674160833,3.43489847898171,0.406730998847452,-0.451917550948881,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.880822903223182,FALSE
-6,"skew","rhr_1",14,6,0.939050306852278,1.29436575014139,0.634303901783329,0.744926545097011,0.33636551328332,-0.513587927897189,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.547228505132068,FALSE
-6,"skew","rhr_50",12,6,0.285262398073638,0.694109196716111,0.465406096575499,0.970306624477349,0.365058650746365,-0.537282858110765,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.821784153354837,FALSE
-5,"cv","rhr_1",15,6,14.5363436599041,11.4453369157575,4.4368080001105,3.5751380158478,0.122709554250085,0.767175441974831,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.423905732863929,FALSE
-5,"cv","rhr_50",15,6,10.5926906628349,11.3506457388066,3.73202027734726,4.32325756127889,0.715834211039082,-0.187683572904362,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.94424909999105,FALSE
-5,"iqr","rhr_1",15,6,12.5666666666667,9.83333333333333,5.87022348889067,5.07608773236502,0.310510930716702,0.498098115721478,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.54462229788144,FALSE
-5,"iqr","rhr_50",15,6,10.6333333333333,10.4583333333333,4.82817869634187,1.81945504661881,0.905278482470542,0.0479661587375937,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.956260408434843,FALSE
-5,"kurt","rhr_1",15,6,7.809701076377,16.1834677336628,12.8206791847973,16.8967820642034,0.307982973534901,-0.558331107145134,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.557302523539346,FALSE
-5,"kurt","rhr_50",15,6,3.59088736830682,4.20227176418099,1.29827656716142,2.0623812416472,0.522654851537523,-0.354792913294453,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.763314833590311,FALSE
-5,"max","rhr_1",15,6,107.266666666667,113.5,11.5787161061435,20.3936264553414,0.506103996092757,-0.375895533853291,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.874179629614762,FALSE
-5,"max","rhr_50",15,6,105.733333333333,109.333333333333,12.6404490577255,24.2459618630952,0.741352739627016,-0.186195431668756,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.849157947755625,FALSE
-5,"mean","rhr_1",15,6,68.143698167298,68.893066204593,6.19788563920225,8.99418097613344,0.856906251230353,-0.097022713932587,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.881540089972074,FALSE
-5,"mean","rhr_50",15,6,80.8343270006105,79.1950990335045,4.82558479720205,8.93628595326218,0.685039410532476,0.22826192355101,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.813484300007315,FALSE
-5,"median","rhr_1",15,6,66.0333333333333,67,6.89323339708345,8.74070935336486,0.814846632461115,-0.122808062519045,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.85190410660235,FALSE
-5,"median","rhr_50",15,6,79.7333333333333,78.3333333333333,4.35015051737403,9.22315925627801,0.733985776364674,0.194153958715637,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.85544352753593,FALSE
-5,"min","rhr_1",15,6,51.6,55.1666666666667,8.23581030795218,9.49561302216274,0.442634707431896,-0.40128739850361,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.688248244010994,FALSE
-5,"min","rhr_50",15,6,62.9333333333333,60,9.85224170768596,11.0634533487515,0.586320186220431,0.280021986060375,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.897071520785705,FALSE
-5,"sd","rhr_1",15,6,9.77706518338325,7.73198602939154,2.58876666262073,1.88843826461283,0.0667304769764899,0.902576563973641,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.507151625021323,FALSE
-5,"sd","rhr_50",15,6,8.55562237078453,8.99773658447145,3.05902578782345,3.70503117322146,0.802193921666644,-0.130132425842667,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.880822903223182,FALSE
-5,"skew","rhr_1",15,6,1.14492478344357,2.07647077359831,1.65248940998613,1.54618277602631,0.249833105304437,-0.58213652235484,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.547228505132068,FALSE
-5,"skew","rhr_50",15,6,0.34066694095814,0.659856748227733,0.732058647479877,0.753473806144288,0.399576236588282,-0.429686534732525,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.821784153354837,FALSE
-4,"cv","rhr_1",17,8,12.7903284005827,11.7995487529966,4.52394685596794,2.7350137641796,0.505434332126273,0.265050833689088,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.662293262786151,FALSE
-4,"cv","rhr_50",16,8,10.4827541507026,13.3022368704273,2.7515259903991,4.96432036157701,0.168188371798633,-0.702510565399157,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.94424909999105,FALSE
-4,"iqr","rhr_1",17,8,11.6470588235294,9.8125,5.54460522118785,3.31595170566245,0.315307646141886,0.401587208601053,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.54462229788144,FALSE
-4,"iqr","rhr_50",16,8,11.609375,13.90625,3.17407302741026,6.13091915155119,0.345913751951413,-0.47050266215518,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.845673991060823,FALSE
-4,"kurt","rhr_1",17,8,4.58432598230388,6.76229865005304,3.25470317554034,5.65967389206503,0.337046539172133,-0.471775322735337,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.57942920421208,FALSE
-4,"kurt","rhr_50",16,8,3.9646990142437,3.808945685163,2.27175230479842,1.93903707361566,0.86326695676824,0.0737483488471088,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.887083439811009,FALSE
-4,"max","rhr_1",17,8,104.058823529412,109.375,13.3906244637587,23.663941828384,0.567921292359785,-0.276507354458749,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.934848212823849,FALSE
-4,"max","rhr_50",16,8,108,110.75,11.0694775546696,16.3859696081739,0.677225643135571,-0.196671215380743,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.849157947755625,FALSE
-4,"mean","rhr_1",17,8,70.3146646635986,68.8855114632841,11.700742332545,8.20057397650572,0.728486775967057,0.141452906441982,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.881540089972074,FALSE
-4,"mean","rhr_50",16,8,81.8277615725067,79.4596375315011,8.83647734465478,10.3326708132218,0.589050309412165,0.246327415546604,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.79942541991651,FALSE
-4,"median","rhr_1",17,8,68.7941176470588,67.75,12.5785765583906,8.87613171858746,0.813992236469324,0.0959145484035501,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.85190410660235,FALSE
-4,"median","rhr_50",16,8,81.8125,78,8.59432952591417,10.1594431793423,0.380031174488801,0.405176300858138,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.849582982371477,FALSE
-4,"min","rhr_1",17,8,52.9411764705882,52.625,10.4071525178318,8.36553302887167,0.936142859945385,0.0334872801612895,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.988150796609018,FALSE
-4,"min","rhr_50",16,8,61.375,58,13.1447074266921,7.91021039994693,0.442869574340499,0.311119534338633,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.897071520785705,FALSE
-4,"sd","rhr_1",17,8,8.81260192860666,8.17709903482356,2.9658018619608,2.32111456046791,0.567799747969482,0.238638222168138,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.770585372244297,FALSE
-4,"sd","rhr_50",16,8,8.4825850494329,10.5829933815843,1.94906437356263,4.64347396736751,0.253826135352439,-0.589845256538099,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.880822903223182,FALSE
-4,"skew","rhr_1",17,8,0.777157965619988,1.33803080606679,0.817953120556231,0.986294378413782,0.1879868604959,-0.619036305422257,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.547228505132068,FALSE
-4,"skew","rhr_50",16,8,0.163602302911132,0.494999364385871,0.644301395151208,0.50614083842204,0.185986728544701,-0.572011038830799,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.78527729829985,FALSE
-3,"cv","rhr_1",18,10,13.7985252041821,10.7118511811901,5.26991524140836,2.26825278079915,0.0412593137010152,0.760844298730764,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.320366399634911,FALSE
-3,"cv","rhr_50",17,10,10.6328866918798,10.5377886613364,2.8555992934755,2.65636819267938,0.931256257142243,0.0344835015826275,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.94424909999105,FALSE
-3,"iqr","rhr_1",18,10,13.2777777777778,9.1,6.94351627784177,4.51878793975159,0.0658781997880093,0.713177183051634,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.313719954612724,FALSE
-3,"iqr","rhr_50",17,10,10.25,10.45,2.87092101946396,2.79334526648207,0.860709183634354,-0.0706115268904149,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.956260408434843,FALSE
-3,"kurt","rhr_1",18,10,3.99853818324817,7.09550287608278,1.60656018651509,4.74650708634863,0.0728641323813241,-0.874026776693334,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.557302523539346,FALSE
-3,"kurt","rhr_50",17,10,4.09834760571503,3.4184656055762,1.89726913858616,1.04146347196971,0.240844577398055,0.444249847196029,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.538358467125064,FALSE
-3,"max","rhr_1",18,10,104.5,104.3,12.7152062739161,17.3784668803411,0.974947854048587,0.0131350660510666,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.988969239093646,FALSE
-3,"max","rhr_50",17,10,106.941176470588,100.4,16.3801350278138,13.6560934710073,0.27706012136568,0.433772212802562,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.804674423488778,FALSE
-3,"mean","rhr_1",18,10,67.062614855486,66.5546885632011,6.31236262527305,6.01689523284536,0.835621948206255,0.0823700027572057,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.881540089972074,FALSE
-3,"mean","rhr_50",17,10,78.3534067505624,76.6127088243719,7.2246597199237,7.08070036801847,0.547526542052439,0.243350713532138,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.770592911036766,FALSE
-3,"median","rhr_1",18,10,64.4166666666667,65.1,7.54642494243232,5.60654379572062,0.787918781685628,-0.102793588842534,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.85190410660235,FALSE
-3,"median","rhr_50",17,10,78.6470588235294,75.95,7.43674304106465,7.58086040264853,0.380076597376713,0.359169777088066,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.849582982371477,FALSE
-3,"min","rhr_1",18,10,51.2777777777778,52.1,6.95198283653499,5.02106673039814,0.721735406946929,-0.135593515750697,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.831089256484343,FALSE
-3,"min","rhr_50",17,10,59.0588235294118,60.5,8.28757042379802,6.73712764380258,0.627516206730426,-0.190827638826954,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.897071520785705,FALSE
-3,"sd","rhr_1",18,10,9.1169265105563,7.14792026888762,3.16214325797279,1.76367471490952,0.0441620493071616,0.769069766913437,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.507151625021323,FALSE
-3,"sd","rhr_50",17,10,8.31424281051688,8.03101947743259,2.28379322612989,1.89167305643148,0.731595690383049,0.135066416597684,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.880822903223182,FALSE
-3,"skew","rhr_1",18,10,0.905189288669207,1.36701567244354,0.392541870034626,0.675926697298989,0.0698797248002454,-0.83557456140511,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.424020878088432,FALSE
-3,"skew","rhr_50",17,10,0.24061246572379,0.47386913967549,0.759901313467546,0.595854818998117,0.385431279131948,-0.341606631515792,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.821784153354837,FALSE
-2,"cv","rhr_1",16,10,13.4779126594577,12.7257767148322,3.71195859131225,4.27503914203982,0.652202393934272,0.187873785644158,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.728932087338304,FALSE
-2,"cv","rhr_50",16,10,11.4757134608204,12.9174104741331,2.62729461850378,4.55185411051256,0.379025183127877,-0.38793683708599,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.94424909999105,FALSE
-2,"iqr","rhr_1",16,10,12.125,10.2,4.63141447076376,4.98442017133833,0.337918566094552,0.400111738863212,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.558300239634477,FALSE
-2,"iqr","rhr_50",16,10,10.4375,11.7,3.1030898579749,2.5298221281347,0.269366283097283,-0.445954871411431,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.845673991060823,FALSE
-2,"kurt","rhr_1",16,10,5.22977252877776,6.83579557399397,3.73513022067667,5.7104254655806,0.442832812993793,-0.332858424847203,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.609451950035485,FALSE
-2,"kurt","rhr_50",16,10,3.85248111743659,4.32957378633167,1.84589898369951,2.09708343574422,0.562442508961282,-0.241506291823196,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.763314833590311,FALSE
-2,"max","rhr_1",16,10,103.75,105.9,10.7051389528581,18.0089483930135,0.73803806275567,-0.145130828026832,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.934848212823849,FALSE
-2,"max","rhr_50",16,10,100.5,111.3,9.61942479222814,19.1488322823554,0.123536726458286,-0.712742341476767,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.787072232623129,FALSE
-2,"mean","rhr_1",16,10,64.1965176966924,66.3250737362789,6.00174454462641,5.77762576169426,0.378751952465139,-0.361338648299298,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.654207917894332,FALSE
-2,"mean","rhr_50",16,10,75.0357821367932,77.5614482665152,6.87225167618657,7.50529473005248,0.40005237620036,-0.350994729544056,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.696611408264961,FALSE
-2,"median","rhr_1",16,10,62.15625,64.4,5.63240253651435,5.62138772902208,0.334715852412647,-0.398754352502702,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.610555644528983,FALSE
-2,"median","rhr_50",16,10,74.8125,76.85,7.31408458614838,8.37340366212503,0.534912069495227,-0.259170937682148,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.852880668820981,FALSE
-2,"min","rhr_1",16,10,49.875,51.3,6.55108133567785,6.75030863491935,0.602562503886254,-0.214239292122017,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.789564660264747,FALSE
-2,"min","rhr_50",16,10,56.625,59.3,7.91517529812196,9.51081256021564,0.467847814900571,-0.305733697993933,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.897071520785705,FALSE
-2,"sd","rhr_1",16,10,8.59529854243724,8.36055748626628,2.35310003048016,2.37680584909493,0.808350302049046,0.0992569890206152,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.853258652162882,FALSE
-2,"sd","rhr_50",16,10,8.55639473138959,9.94299513734341,1.87606189843631,3.4847852012182,0.268920482418108,-0.495477784160199,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.880822903223182,FALSE
-2,"skew","rhr_1",16,10,1.15248539441569,1.48546411080126,0.649114161560881,0.821063378777769,0.292977523449725,-0.449910799681763,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.547228505132068,FALSE
-2,"skew","rhr_50",16,10,0.258191826929023,0.700856167945198,0.734692254384395,0.785037877048916,0.168625967694251,-0.582237105674056,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.78527729829985,FALSE
-1,"cv","rhr_1",17,10,14.1857452533044,11.570661521203,2.82507305993896,2.99684115863413,0.0381740941208144,0.89796798838151,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.320366399634911,FALSE
-1,"cv","rhr_50",17,10,11.0997696529854,13.143732052664,2.66229685641205,4.51119539409212,0.214829907766301,-0.551830966592076,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.94424909999105,FALSE
-1,"iqr","rhr_1",17,10,12.7941176470588,8.8,4.8895897819034,3.39280283999986,0.0197130106739792,0.949109850632479,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.249698135203737,FALSE
-1,"iqr","rhr_50",17,10,10.7352941176471,13.925,2.69471500730378,6.01739376954656,0.140789611633008,-0.684176630299308,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.845673991060823,FALSE
-1,"kurt","rhr_1",17,10,4.9653091317913,7.9961269826204,3.24268603039586,4.92729203747218,0.104946961302947,-0.726653761098742,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.557302523539346,FALSE
-1,"kurt","rhr_50",17,10,3.58060149425528,4.29685443760393,1.03348264909457,1.64999829959375,0.237457605376864,-0.520269707126361,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.538358467125064,FALSE
-1,"max","rhr_1",17,10,105.705882352941,108.9,11.4168992390795,18.7109593554152,0.633018354947902,-0.206083775043698,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.934848212823849,FALSE
-1,"max","rhr_50",17,10,102.764705882353,110.8,10.9346319769157,16.2808681177223,0.187205500179666,-0.579420148676303,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.787072232623129,FALSE
-1,"mean","rhr_1",17,10,64.257521331083,67.7323146416996,7.2126092497713,7.87416161915241,0.268758858740054,-0.460198868384583,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.52495267689424,FALSE
-1,"mean","rhr_50",17,10,76.099576889079,77.5366405007758,7.41270617982372,8.61122496448226,0.665270735589005,-0.178865055064336,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.813484300007315,FALSE
-1,"median","rhr_1",17,10,62.0294117647059,65.6,7.00105034136685,7.86271086980961,0.251750117631725,-0.479636833569182,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.610555644528983,FALSE
-1,"median","rhr_50",17,10,76.0588235294118,76.5,7.34396510949036,7.77817459305202,0.886099444118825,-0.0583243805979818,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.935327191014316,FALSE
-1,"min","rhr_1",17,10,49.6470588235294,53.2,6.76333106234077,9.2951600308978,0.308260776221917,-0.437100712019883,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.688248244010994,FALSE
-1,"min","rhr_50",17,10,57.6470588235294,56.2,7.37344200891439,8.52186729667989,0.66027622211292,0.181600335063003,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.897071520785705,FALSE
-1,"sd","rhr_1",17,10,9.08555156550328,7.80021294072362,2.02798994891168,2.07082048551353,0.133341279291676,0.627142180226636,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.547741242965791,FALSE
-1,"sd","rhr_50",17,10,8.38756560367773,10.2791586515777,1.94427015160505,4.38763623267507,0.222971576747375,-0.557418316930647,FALSE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.880822903223182,FALSE
-1,"skew","rhr_1",17,10,1.09633673433063,1.66544225820432,0.528099264355289,0.705718110639808,0.0429325235752785,-0.913098698666428,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery0",0.424020878088432,FALSE
