"Time_Window","OCTA_Parameter","Parameter_Type","Region","N","Pearson_r","Pearson_p","CI_Lower","CI_Upper","Effect_Size","Significant_p05","Trend_p10","Pearson_p_FDR","Significant_FDR"
"acute_recovery","VD_SVP_0_6_improvement","BloodFlow","Widefield",12,-0.263229310924919,0.408445456636501,-0.727264702298411,0.365956526845231,"Small",FALSE,FALSE,0.836842938828438,FALSE
"baseline","PA_Choroid_0_6_improvement","BloodFlow","Widefield",11,0.253117119342156,0.452670593376932,-0.408834814605434,0.740548290979443,"Small",FALSE,FALSE,0.836842938828438,FALSE
"late_recovery","PA_DCP_0_6_improvement","BloodFlow","Widefield",12,0.251159661661816,0.431034227242468,-0.377097081643767,0.721118572672961,"Small",FALSE,FALSE,0.836842938828438,FALSE
"late_recovery","PA_SVP_0_6_improvement","BloodFlow","Widefield",12,0.250248515200679,0.432763726699618,-0.377930774133983,0.720651574541163,"Small",FALSE,FALSE,0.836842938828438,FALSE
"early_recovery","PA_DCP_0_21_improvement","BloodFlow","Macular",12,0.247542517585078,0.437919967073326,-0.380400751656843,0.719262124158321,"Small",FALSE,FALSE,0.836842938828438,FALSE
"late_recovery","Thickness_Retina_0_21_improvement","Thickness","Macular",11,0.239258342657518,0.47859404087047,-0.421047565536592,0.733812799657014,"Small",FALSE,FALSE,0.836842938828438,FALSE
"baseline","Thickness_GCL.IPL_0_6_improvement","Thickness","Widefield",10,-0.237881399415155,0.508094352711452,-0.754501232400733,0.46075514049112,"Small",FALSE,FALSE,0.836842938828438,FALSE
"mid_recovery","VD_DCP_0_6_improvement","BloodFlow","Widefield",12,0.232419239045977,0.467274982475271,-0.39404197271043,0.711426658371462,"Small",FALSE,FALSE,0.836842938828438,FALSE
"late_recovery","Thickness_GCL.IPL_0_21_improvement","Thickness","Macular",11,0.227731021663575,0.500649766662532,-0.431026600330606,0.728135355347825,"Small",FALSE,FALSE,0.836842938828438,FALSE
"baseline","PA_SVP_0_6_improvement","BloodFlow","Widefield",11,-0.226559674505493,0.502915380823866,-0.727554573727438,0.432031679276658,"Small",FALSE,FALSE,0.836842938828438,FALSE
"late_recovery","PA_ICP_0_6_improvement","BloodFlow","Widefield",12,0.221223641933869,0.489578819373646,-0.403965705821877,0.705548405892751,"Small",FALSE,FALSE,0.836842938828438,FALSE
"acute_recovery","PA_Choroid_0_21_improvement","BloodFlow","Macular",12,-0.220591505522219,0.490852317851368,-0.705214502653513,0.404521674292239,"Small",FALSE,FALSE,0.836842938828438,FALSE
"acute_recovery","PA_ICP_0_6_improvement","BloodFlow","Widefield",12,-0.220307392979357,0.491425176265769,-0.705064360403284,0.404771402881551,"Small",FALSE,FALSE,0.836842938828438,FALSE
"acute_recovery","Thickness_Retina_0_6_improvement","Thickness","Widefield",11,0.214679951467034,0.526141069326436,-0.442133520382943,0.721623472484301,"Small",FALSE,FALSE,0.836842938828438,FALSE
"acute_recovery","PA_SVP_0_6_improvement","BloodFlow","Widefield",12,-0.213703840389779,0.504824364302353,-0.701562356524227,0.41054962726646,"Small",FALSE,FALSE,0.836842938828438,FALSE
"late_recovery","VD_ICP_0_6_improvement","BloodFlow","Widefield",12,-0.208258946177855,0.51599262787819,-0.698656979068885,0.415276589417977,"Small",FALSE,FALSE,0.836842938828438,FALSE
"late_recovery","Thickness_OuterRetina_0_21_improvement","Thickness","Macular",11,0.206449341558936,0.542490894925241,-0.449035996936698,0.717470127095491,"Small",FALSE,FALSE,0.836842938828438,FALSE
"mid_recovery","Thickness_Retina_0_21_improvement","Thickness","Macular",11,0.203226922905765,0.548948148055349,-0.451717285121454,0.715834066345683,"Small",FALSE,FALSE,0.836842938828438,FALSE
"baseline","Thickness_OuterRetina_0_6_improvement","Thickness","Widefield",10,-0.197280041521027,0.584857013800217,-0.735542606782191,0.493665825243156,"Small",FALSE,FALSE,0.836842938828438,FALSE
"baseline","PA_ICP_0_21_improvement","BloodFlow","Macular",11,-0.194127167563555,0.567348549213727,-0.711183422701321,0.459225603077901,"Small",FALSE,FALSE,0.836842938828438,FALSE
"baseline","Thickness_Retina_0_6_improvement","Thickness","Widefield",10,-0.187702037586493,0.603564771868546,-0.730943832048338,0.501151408468557,"Small",FALSE,FALSE,0.836842938828438,FALSE
"early_recovery","PA_SVP_0_21_improvement","BloodFlow","Macular",12,0.185888357029148,0.562972002824273,-0.434350476202474,0.686547923403127,"Small",FALSE,FALSE,0.836842938828438,FALSE
"late_recovery","Thickness_GCL.IPL_0_6_improvement","Thickness","Widefield",11,0.181253927036123,0.593783528302301,-0.469690381771602,0.704526034846799,"Small",FALSE,FALSE,0.836842938828438,FALSE
"late_recovery","Thickness_OuterRetina_0_6_improvement","Thickness","Widefield",11,0.1796480341254,0.597113330773463,-0.470983119087437,0.70368903678625,"Small",FALSE,FALSE,0.836842938828438,FALSE
"early_recovery","VD_SVP_0_6_improvement","BloodFlow","Widefield",12,0.178305215049486,0.579278577306272,-0.440692290335274,0.682379205907849,"Small",FALSE,FALSE,0.836842938828438,FALSE
"baseline","PA_ICP_0_6_improvement","BloodFlow","Widefield",11,-0.171993719379791,0.613079166087031,-0.699679487443901,0.477106645844564,"Small",FALSE,FALSE,0.836842938828438,FALSE
"baseline","Thickness_INL_0_6_improvement","Thickness","Widefield",10,-0.167147728618483,0.644409505868607,-0.720905497581038,0.516874787641328,"Small",FALSE,FALSE,0.836842938828438,FALSE
"baseline","PA_DCP_0_21_improvement","BloodFlow","Macular",11,-0.163439700631713,0.631101641233621,-0.695158970347765,0.483876174748877,"Small",FALSE,FALSE,0.836842938828438,FALSE
"mid_recovery","Thickness_OuterRetina_0_21_improvement","Thickness","Macular",11,0.16156770141986,0.635070335632207,-0.485347388333713,0.694164039806236,"Small",FALSE,FALSE,0.836842938828438,FALSE
"mid_recovery","PA_SVP_0_6_improvement","BloodFlow","Widefield",12,0.159352235806851,0.62082174179676,-0.456277061851606,0.671814713804747,"Small",FALSE,FALSE,0.836842938828438,FALSE
"acute_recovery","VD_SVP_0_21_improvement","BloodFlow","Macular",12,0.158849734743901,0.621937828699456,-0.45668518511727,0.671531750881571,"Small",FALSE,FALSE,0.836842938828438,FALSE
"acute_recovery","VD_ICP_0_6_improvement","BloodFlow","Widefield",12,-0.1560409084642,0.628189826037707,-0.669947316504103,0.458961706839581,"Small",FALSE,FALSE,0.836842938828438,FALSE
"mid_recovery","PA_ICP_0_6_improvement","BloodFlow","Widefield",12,0.152092903190348,0.63701542818126,-0.462147925435743,0.667712338584986,"Small",FALSE,FALSE,0.836842938828438,FALSE
"early_recovery","PA_DCP_0_6_improvement","BloodFlow","Widefield",12,0.151889979830493,0.63747023877838,-0.46231126636532,0.667597211330142,"Small",FALSE,FALSE,0.836842938828438,FALSE
"early_recovery","VD_DCP_0_21_improvement","BloodFlow","Macular",12,0.151021140349418,0.639418858657896,-0.463010158172304,0.667104001861432,"Small",FALSE,FALSE,0.836842938828438,FALSE
"baseline","PA_SVP_0_21_improvement","BloodFlow","Macular",11,0.144812746546343,0.670965597456583,-0.498354059049718,0.685167563394196,"Small",FALSE,FALSE,0.836842938828438,FALSE
"mid_recovery","PA_DCP_0_21_improvement","BloodFlow","Macular",12,-0.140174557107586,0.663918317366438,-0.660908464151791,0.471671322102742,"Small",FALSE,FALSE,0.836842938828438,FALSE
"early_recovery","Thickness_OuterRetina_0_6_improvement","Thickness","Widefield",11,-0.13999495910872,0.68140620266404,-0.682549797037397,0.50204121352852,"Small",FALSE,FALSE,0.836842938828438,FALSE
"mid_recovery","Thickness_Retina_0_6_improvement","Thickness","Widefield",11,0.138484631270036,0.684689677223268,-0.503192313951724,0.681726277366093,"Small",FALSE,FALSE,0.836842938828438,FALSE
"mid_recovery","VD_SVP_0_21_improvement","BloodFlow","Macular",12,-0.134488550008513,0.676884966738093,-0.657632025304777,0.476165003985827,"Small",FALSE,FALSE,0.836842938828438,FALSE
"early_recovery","PA_SVP_0_6_improvement","BloodFlow","Widefield",12,0.134032971852034,0.677927436558204,-0.476523675051706,0.657368649032443,"Small",FALSE,FALSE,0.836842938828438,FALSE
"early_recovery","PA_ICP_0_6_improvement","BloodFlow","Widefield",12,0.126815947275327,0.694509834747815,-0.482178566603842,0.653179258090498,"Small",FALSE,FALSE,0.839517382662194,FALSE
"late_recovery","PA_SVP_0_21_improvement","BloodFlow","Macular",12,0.123077964568271,0.703147606261621,-0.485087645016264,0.65099666465299,"Small",FALSE,FALSE,0.84071996400846,FALSE
"mid_recovery","VD_DCP_0_21_improvement","BloodFlow","Macular",12,0.0996724722290266,0.757932476216473,-0.50300195996752,0.637128917921815,"Negligible",FALSE,FALSE,0.896479272944215,FALSE
"early_recovery","VD_DCP_0_6_improvement","BloodFlow","Widefield",12,0.090515215924631,0.779663185207474,-0.509872669342239,0.631606859544798,"Negligible",FALSE,FALSE,0.898179238595285,FALSE
"acute_recovery","VD_ICP_0_21_improvement","BloodFlow","Macular",12,0.0896972072762503,0.78161166741667,-0.510482718696684,0.631110893844267,"Negligible",FALSE,FALSE,0.898179238595285,FALSE
"late_recovery","VD_SVP_0_6_improvement","BloodFlow","Widefield",12,0.0854038815146185,0.791856973277797,-0.513674691839238,0.628500534286082,"Negligible",FALSE,FALSE,0.898179238595285,FALSE
"mid_recovery","VD_ICP_0_6_improvement","BloodFlow","Widefield",12,-0.0853311571340565,0.792030783124933,-0.62845621194568,0.513728618020495,"Negligible",FALSE,FALSE,0.898179238595285,FALSE
"mid_recovery","Thickness_OuterRetina_0_6_improvement","Thickness","Widefield",11,-0.0825409888930159,0.809346991379013,-0.650220790271819,0.544283845711431,"Negligible",FALSE,FALSE,0.900035274985199,FALSE
"mid_recovery","PA_ICP_0_21_improvement","BloodFlow","Macular",12,0.0776399632022948,0.810460256473382,-0.519405153017098,0.623748769405031,"Negligible",FALSE,FALSE,0.900035274985199,FALSE
"mid_recovery","PA_DCP_0_6_improvement","BloodFlow","Widefield",12,0.0744153597055009,0.818213886350181,-0.521769517809483,0.621763273368468,"Negligible",FALSE,FALSE,0.900035274985199,FALSE
"baseline","VD_DCP_0_21_improvement","BloodFlow","Macular",11,0.0664160913755515,0.846162571915213,-0.555594561670574,0.640762268768858,"Negligible",FALSE,FALSE,0.92156319713538,FALSE
"mid_recovery","VD_ICP_0_21_improvement","BloodFlow","Macular",12,-0.0590660642010173,0.85531615418916,-0.612214758146729,0.532899850428763,"Negligible",FALSE,FALSE,0.922399774125564,FALSE
"baseline","Thickness_OuterRetina_0_21_improvement","Thickness","Macular",10,0.0553303002864738,0.879334829729965,-0.595025136077661,0.661897794333821,"Negligible",FALSE,FALSE,0.930065685291309,FALSE
"acute_recovery","Thickness_OuterRetina_0_6_improvement","Thickness","Widefield",11,0.0525794514819558,0.877978042374714,-0.565120070290976,0.632504575529773,"Negligible",FALSE,FALSE,0.930065685291309,FALSE
"baseline","Thickness_INL_0_21_improvement","Thickness","Macular",10,-0.0470675354616166,0.897267556405415,-0.65721723067666,0.600350115518121,"Negligible",FALSE,FALSE,0.939994582900911,FALSE
"baseline","Thickness_GCL.IPL_0_21_improvement","Thickness","Macular",10,-0.0337583858610853,0.926237630948819,-0.64957780121738,0.608808235609433,"Negligible",FALSE,FALSE,0.96118999438085,FALSE
"early_recovery","PA_ICP_0_21_improvement","BloodFlow","Macular",12,0.0215651013125347,0.94696252713801,-0.559258030954932,0.588187168924669,"Negligible",FALSE,FALSE,0.973512878366179,FALSE
"baseline","VD_ICP_0_6_improvement","BloodFlow","Widefield",11,-0.0091076098524937,0.978797628539816,-0.605673569756141,0.594012749379327,"Negligible",FALSE,FALSE,0.992264998689735,FALSE
"late_recovery","VD_DCP_0_6_improvement","BloodFlow","Widefield",12,0.00680904249523444,0.983244407792556,-0.569317307428328,0.578450237655573,"Negligible",FALSE,FALSE,0.992264998689735,FALSE
"baseline","Thickness_Retina_0_21_improvement","Thickness","Macular",10,0.00114195229848689,0.997501982604614,-0.62893655548641,0.6303150541453,"Negligible",FALSE,FALSE,0.997501982604614,FALSE
